,abstract,pub_date,document_type,news_desk,section_name,type_of_material,keywords
14,"As part of the deal, 84 First Republic branches in eight states reopened as JPMorgan branches on Monday.",2023-05-01T07:49:58+0000,article,Business,Business Day,News,"['BANKING AND FINANCIAL INSTITUTIONS', 'FEDERAL DEPOSIT INSURANCE CORP', 'FIRST REPUBLIC BANK', 'REGULATION AND DEREGULATION OF INDUSTRY', 'STOCKS AND BONDS', 'SILICON VALLEY BANK', 'SHUTDOWNS (INSTITUTIONAL)', 'INTEREST RATES', 'DEPOSIT INSURANCE', 'MORTGAGES', 'MERGERS, ACQUISITIONS AND DIVESTITURES', 'CREDIT AND DEBT', 'INFLATION (ECONOMICS)', 'COMPANY REPORTS', 'JPMORGAN CHASE & COMPANY', 'PNC FINANCIAL SERVICES GROUP INC', 'SIGNATURE BANK']"
15,"Russia faces growing calls to release Evan Gershkovich, a Wall Street Journal reporter who has been jailed for over a month on espionage charges that the United States considers bogus.",2023-05-01T08:25:27+0000,article,Foreign,World,News,['RUSSIAN INVASION OF UKRAINE (2022)']
16,First Republic is the second-largest bank by assets to fail in U.S. history. Here are some answers to questions you may have about what comes next for the bank and for depositors’ money.,2023-05-01T08:48:58+0000,article,Business,Business Day,News,"['REGULATION AND DEREGULATION OF INDUSTRY', 'BANKING AND FINANCIAL INSTITUTIONS', 'NAMES, ORGANIZATIONAL', 'INSURANCE', 'MORTGAGES', 'STOCKS AND BONDS', 'FIRST REPUBLIC BANK']"
17,"We asked Dr. Olufemi Kassim, a gastroenterologist at Loyola Medicine, for her best gut health tips.",2023-05-01T09:00:02+0000,multimedia,Well,Well,Interactive Feature,"['DIET AND NUTRITION', 'FOOD', 'DIGESTIVE TRACT', 'CONTENT TYPE: SERVICE', 'GASTROESOPHAGEAL REFLUX (ACID REFLUX)', 'COLON', 'BOWELS', 'STOMACH', 'DOCTORS']"
18,"On the brink of securing a new job, a reader wonders if simple sneakers are the right fit.",2023-05-01T09:00:04+0000,article,Styles,Style,News,"['FASHION AND APPAREL', 'CONTENT TYPE: SERVICE', 'SNEAKERS']"
19,Do your parents split chores evenly? Do you and your siblings pitch in? Have you noticed that one gender tends to do more of these tasks?,2023-05-01T09:00:05+0000,article,Learning,The Learning Network,News,[]
20,"The cross-examination of E. Jean Carroll, in her lawsuit against Donald Trump, shows how much and how little things have changed in sexual assault cases.",2023-05-01T09:00:07+0000,article,OpEd,Opinion,Op-Ed,"['SEX CRIMES', 'WOMEN AND GIRLS', 'LIBEL AND SLANDER', 'SUITS AND LITIGATION (CIVIL)', '#METOO MOVEMENT', 'CARROLL, E JEAN', 'TRUMP, DONALD J', 'TACOPINA, JOSEPH']"
21,Guardian Angel School in Manhattan represents a national predicament.,2023-05-01T09:00:07+0000,article,OpEd,Opinion,Op-Ed,"['EDUCATION (K-12)', 'PRIVATE AND SECTARIAN SCHOOLS', 'INCOME INEQUALITY', 'CHELSEA (MANHATTAN, NY)', 'SHUTDOWNS (INSTITUTIONAL)', 'GUARDIAN ANGEL SCHOOL (MANHATTAN, NY)']"
22,"In Justin Cronin’s novel “The Ferryman,” residents of  enjoy respectable, cultured lives — until their memories are wiped.",2023-05-01T09:00:07+0000,article,BookReview,Books,Review,"['CRONIN, JUSTIN', 'BOOKS AND LITERATURE', 'THE FERRYMAN (BOOK)']"
23,"On the heels of his elaborate new rock opera, the Smashing Pumpkins leader reflects on heroes like Ruby Keeler and John Fogerty, and his everyday inspirations.",2023-05-01T09:00:09+0000,article,Arts&Leisure,Arts,News,"['POP AND ROCK MUSIC', 'CONTENT TYPE: PERSONAL PROFILE', 'SMASHING PUMPKINS (MUSIC GROUP)', 'CORGAN, BILLY']"
24,"The Treasury Department’s ability to delay a default, the so-called X-date, hinges on how fast the money is coming in.",2023-05-01T09:00:12+0000,article,Washington,U.S.,News,"['UNITED STATES POLITICS AND GOVERNMENT', 'NATIONAL DEBT (US)', 'INTERNAL REVENUE SERVICE', 'TREASURY DEPARTMENT', 'YELLEN, JANET L', 'MCCARTHY, KEVIN (1965- )', 'BIDEN, JOSEPH R JR']"
25,“Death of an Author” is a murder mystery coaxed from artificial-intelligence tools like ChatGPT.,2023-05-01T09:00:15+0000,article,Culture,Books,Review,"['BOOKS AND LITERATURE', 'MARCHE, STEPHEN', 'ARTIFICIAL INTELLIGENCE', 'DEATH OF AN AUTHOR (BOOK)', 'AUDIO-NEUTRAL-INFORMATIVE']"
26,"For decades, “By Myself,” the cellist’s defining statement made in 1977, was out of print. Before his 2022 death, he finalized plans for its first-ever re-pressing.",2023-05-01T09:00:16+0000,article,Culture,Arts,News,"['CELLOS', 'CONTENT TYPE: PERSONAL PROFILE', 'JAZZ', 'WADUD, ABDUL', 'BY MYSELF (ALBUM)']"
27,The Met Gala exemplifies the increasingly close relationship between fashion and art and the impact one is having on the other.,2023-05-01T09:00:16+0000,article,OpEd,Opinion,Op-Ed,"['ART', 'FASHION AND APPAREL', 'MET GALA', 'COSTUME INSTITUTE']"
28,Debt ceiling? Running mate? Surely there’s something else we could talk about.,2023-05-01T09:00:20+0000,article,OpEd,Opinion,Op-Ed,"['UNITED STATES POLITICS AND GOVERNMENT', 'ELECTIONS', 'APPOINTMENTS AND EXECUTIVE CHANGES', 'DEMOCRATIC PARTY', 'REPUBLICAN PARTY', 'HARRIS, KAMALA D', 'BIDEN, JOSEPH R JR', 'TRUMP, DONALD J']"
29,We fail to understand the creatures who share our ecosystems because we assume they are nothing but bundles of instincts.,2023-05-01T09:00:20+0000,article,OpEd,Opinion,News,"['BIRDS', 'BALD EAGLES', 'ANIMAL BEHAVIOR', 'MISSOURI']"
30,What the Arizona senator’s breakup with the Democrats means for American politics.,2023-05-01T09:00:21+0000,article,Magazine,Magazine,News,"['UNITED STATES POLITICS AND GOVERNMENT', 'LAW AND LEGISLATION', 'SINEMA, KYRSTEN', 'DEMOCRATIC PARTY', 'SENATE', 'REPUBLICAN PARTY', 'ARIZONA', 'CONTENT TYPE: PERSONAL PROFILE', 'THIRD-PARTY POLITICS (US)']"
31,Critics say the state Republican Party’s culture has become steeped in the paranoid politics of MAGA and election denial.,2023-05-01T09:00:21+0000,article,Editorial,Opinion,Op-Ed,"['GEORGIA', 'REPUBLICAN PARTY', 'RIGHT-WING EXTREMISM AND ALT-RIGHT', 'STATE LEGISLATURES', 'UNITED STATES POLITICS AND GOVERNMENT', 'PRIMARIES AND CAUCUSES', 'PRESIDENTIAL ELECTION OF 2020', 'CONSERVATISM (US POLITICS)', 'KEMP, BRIAN P', 'TRUMP, DONALD J', 'ELECTIONS, GOVERNORS']"
32,"For half a century, Geoffrey Hinton nurtured the technology at the heart of chatbots like ChatGPT. Now he worries it will cause serious harm.",2023-05-01T09:00:21+0000,article,Business,Technology,News,"['ARTIFICIAL INTELLIGENCE', 'COMPUTERS AND THE INTERNET', 'CHATGPT', 'SEARCH ENGINES', 'ALPHABET INC', 'GOOGLE INC', 'HINTON, GEOFFREY E', 'CONTENT TYPE: PERSONAL PROFILE', 'RESEARCH', 'OPENAI LABS', 'INTERNAL-SUB-ONLY', 'AUDIO-NEUTRAL-INFORMATIVE', 'AUDIO-NEUTRAL-IMMERSIVE']"
33,"In an age of burnout, artists are discovering that one of the most radical forms of resistance is rest.",2023-05-01T09:00:23+0000,article,TStyle,T Magazine,News,"['PERFORMANCE ART', 'SLEEP', 'ACOSTA, NAVILD', 'SOSA, FANNIE', 'MUSEUM OF MODERN ART', 'BLACK PEOPLE', 'BLACKS', 'BLACK POWER NAPS (EXHIBIT)']"
34,A recent letter calling for a moratorium on A.I. development blends real threats with speculation. But concern is growing among experts.,2023-05-01T09:00:25+0000,article,Business,Technology,News,"['ARTIFICIAL INTELLIGENCE', 'RESEARCH', 'CHATGPT', 'COMPUTERS AND THE INTERNET', 'RUMORS AND MISINFORMATION', 'LABOR AND JOBS', 'OPENAI LABS', 'BENGIO, YOSHUA']"
35,Ensuring that chatbots aren’t serving false information to users has become one of the most important and tricky tasks in the tech industry.,2023-05-01T09:00:27+0000,article,Business,Business Day,News,"['ARTIFICIAL INTELLIGENCE', 'COMPUTERS AND THE INTERNET', 'SEARCH ENGINES', 'CHATGPT', 'GOOGLE INC', 'MICROSOFT CORP', 'OPENAI LABS', 'NEW YORK TIMES', 'RUMORS AND MISINFORMATION']"
36,"The crowning of King Charles III will be a test of sentiment about the monarchy in Scotland, where many supporters of independence see the royals as part of the Britain they want to leave behind.",2023-05-01T09:00:28+0000,article,Foreign,World,News,"['ROYAL FAMILIES', 'POLITICS AND GOVERNMENT', 'SCOTTISH NATIONAL PARTY', 'CHARLES III, KING OF THE UNITED KINGDOM', 'ELIZABETH II, QUEEN OF GREAT BRITAIN', 'EDINBURGH (SCOTLAND)', 'ENGLAND', 'GLASGOW (SCOTLAND)', 'GREAT BRITAIN', 'SCOTLAND']"
37,"After Hurricane Sandy flooded a Coney Island hospital, New York City built a new one that could withstand rising waters and flying debris.",2023-05-01T09:00:29+0000,article,Metro,New York,News,"['HURRICANE SANDY (2012)', 'FLOODS', 'HOSPITALS', 'FEDERAL EMERGENCY MANAGEMENT AGENCY', 'CONEY ISLAND HOSPITAL', 'CONEY ISLAND (BROOKLYN, NY)', 'GINSBURG, RUTH BADER, HOSPITAL (BROOKLYN, NY)']"
38,The emphasis Encores! puts on words and music rather than spectacle allows the cruel realities of Dickensian London to stand out amid the bouncy tunes.,2023-05-01T09:00:33+0000,article,Arts&Leisure,Arts,News,"['THEATER', 'OLIVER! (PLAY)', 'ENCORES! GREAT AMERICAN MUSICALS IN CONCERT (SERIES)', 'DEBESSONET, LEAR', 'ESPARZA, RAUL', 'COOPER, LILLI', 'NEW YORK CITY CENTER THEATER', 'BART, LIONEL', 'DICKENS, CHARLES', 'OLIVER TWIST (BOOK)']"
39,"LaToya Cantrell remains in office, but frustration and fatigue among residents have continued to spread as crime remains high and basic services sputter.",2023-05-01T09:00:35+0000,article,National,U.S.,News,"['MAYORS', 'POLITICS AND GOVERNMENT', 'CRIME AND CRIMINALS', 'CANTRELL, LATOYA', 'NEW ORLEANS (LA)', 'HURRICANE IDA (2021)']"
40,"Working in his California home 3,000 miles away during Covid, the director struck a sympathetic chord with the venerated photographer. A book and two gallery shows resulted.",2023-05-01T09:00:35+0000,article,Arts&Leisure,Arts,News,"['PHOTOGRAPHY', 'BOOKS AND LITERATURE', 'FRIEDLANDER, LEE', 'COEN, JOEL', 'MCDORMAND, FRANCES', 'FRAENKEL GALLERY (SAN FRANCISCO, CALIF)', 'LUHRING AUGUSTINE', 'FRAMED (BOOK)', 'FRAENKEL, JEFFREY']"
41,"Christianity is just one chapter in the Eternal City’s rich spiritual history. Judaism, Islam and ancient Roman religions are also a big part of the picture.",2023-05-01T09:00:35+0000,article,Travel,Travel,News,"['JEWS AND JUDAISM', 'CHRISTIANS AND CHRISTIANITY', 'RELIGION AND BELIEF', 'TRAVEL AND VACATIONS', 'ROMAN CIVILIZATION', 'PLACES OF WORSHIP', 'MUSLIMS AND ISLAM', 'ROME (ITALY)']"
42,"A landmark biography of Martin Luther King Jr., Tom Hanks’s debut novel, a dystopian work of fiction about the prison industrial complex and more.",2023-05-01T09:00:36+0000,article,Culture,Books,News,"['BOOKS AND LITERATURE', 'WRITING AND WRITERS', 'BELKIN, LISA', 'CLINE, EMMA', 'EIG, JONATHAN', 'HANKS, TOM', 'IRBY, SAMANTHA', 'KING, MARTIN LUTHER JR', 'KUANG, RF', 'SNYDER, RACHEL LOUISE', 'TAYLOR, BRANDON (AUTHOR)', 'TOBAR, HECTOR', 'VANCE, ASHLEE', 'VERGHESE, ABRAHAM', 'KING: A LIFE (BOOK)', 'QUIETLY HOSTILE: ESSAYS (BOOK)', 'WHEN THE HEAVENS WENT ON SALE: THE MISFITS AND GENIUSES RACING TO PUT SPACE WITHIN REACH (BOOK)', 'THE FERRYMAN (BOOK)', 'THE GUEST (BOOK)', 'THE MAKING OF ANOTHER MAJOR MOTION PICTURE MASTERPIECE (BOOK)', 'YELLOWFACE (BOOK)', 'THE LATE AMERICANS (BOOK)', 'WOMEN WE BURIED, WOMEN WE BURNED: A MEMOIR (BOOK)']"
43,"Just don’t expect luxury at the Prince of Wales Guesthouse, where the surrounding forest is the main draw.",2023-05-01T09:00:40+0000,article,Business,Business Day,News,"['CHARLES III, KING OF THE UNITED KINGDOM', 'TRANSYLVANIA (ROMANIA)', 'CARPATHIAN MOUNTAINS', 'HISTORIC BUILDINGS AND SITES', 'ROYAL FAMILIES', 'VAMPIRES']"
44,"A new series on Disney+ and Hulu tells the story of Miep Gies, a secretary who helped Anne Frank and others hide in Amsterdam during World War II.",2023-05-01T09:00:47+0000,article,Culture,Arts,News,"['TELEVISION', 'A SMALL LIGHT (TV PROGRAM)', 'HOLOCAUST AND THE NAZI ERA', 'NATIONAL GEOGRAPHIC', 'DISNEY PLUS', 'HULU.COM', 'COLE, JOE (1988- )', 'FRANK, ANNE', 'FRANK, OTTO', 'POWLEY, BEL', 'SCHREIBER, LIEV', 'FRANK, ANNE, HOUSE', 'AMSTERDAM (NETHERLANDS)']"
45,The looming crisis over the U.S. debt ceiling may soon require the House speaker to make a painful choice.,2023-05-01T10:00:08+0000,article,Podcasts,Podcasts,News,"['AUDIO-NEUTRAL-INFORMATIVE', 'UNITED STATES POLITICS AND GOVERNMENT', 'LAW AND LEGISLATION', 'NATIONAL DEBT (US)', 'FEDERAL BUDGET (US)', 'HOUSE OF REPRESENTATIVES', 'REPUBLICAN PARTY', 'MCCARTHY, KEVIN (1965- )']"
46,The blast was the latest in a spate of apparent attacks to hit the area bordering Ukraine.,2023-05-01T10:49:20+0000,article,Foreign,World,News,"['RUSSIAN INVASION OF UKRAINE (2022)', 'FREIGHT (CARGO)', 'DEFENSE AND MILITARY FORCES', 'BRYANSK (RUSSIA)', 'RUSSIA', 'UKRAINE']"
47,"If there were an affirmative action program for the descendants of enslaved people, would you consider that to be race-based?",2023-05-01T10:49:34+0000,article,NYTNow,Briefing,briefing,"['INTERNAL-STORYLINE-NO', 'AFFIRMATIVE ACTION', 'COLLEGES AND UNIVERSITIES', 'SUPREME COURT (US)']"
48,"Plus: fig leaf ice cream, a hotel in the hills of Majorca and more from T’s cultural compendium.",2023-05-01T11:00:11+0000,article,TStyle,T Magazine,News,"['BARBA, PABLO', 'MAJORCA (SPAIN)', 'COOKING AND COOKBOOKS', 'BULGARI SPA', 'LORO PIANA', 'WATCHES AND CLOCKS']"
49,"The fight for Bakhmut, the ruined city in eastern Ukraine, has become a focal point of the war as both sides have poured troops into battle and sustained heavy casualties.",2023-05-01T11:01:49+0000,article,Foreign,World,News,"['DEFENSE AND MILITARY FORCES', 'RUSSIAN INVASION OF UKRAINE (2022)', 'WAGNER GROUP', 'BAKHMUT (UKRAINE)', 'DONBAS (UKRAINE)', 'UKRAINE', 'RUSSIA']"
50,"The police said they found the suspect, 36, with cyanide after the sudden death of a friend with whom she was traveling.",2023-05-01T11:05:06+0000,article,Foreign,World,News,"['MURDERS, ATTEMPTED MURDERS AND HOMICIDES', 'POISONING AND POISONS', 'SARARAT RANGSIWUTHAPORN', 'SERIAL MURDERS', 'THAILAND']"
51,Protesters are still hoping to force the government to reverse its decision to raise the legal retirement age to 64 from 62.,2023-05-01T11:08:25+0000,article,Foreign,World,News,"['POLITICS AND GOVERNMENT', 'DEMONSTRATIONS, PROTESTS AND RIOTS', 'PENSIONS AND RETIREMENT PLANS', 'MAY DAY', 'RETIREMENT', 'LABOR DAY', 'CONFEDERATION GENERALE DU TRAVAIL (FRANCE)', 'CONSTITUTIONAL COUNCIL (FRANCE)', 'FRENCH DEMOCRATIC CONFEDERATION OF LABOR', 'BERGER, LAURENT', 'BORNE, ELISABETH', 'MACRON, EMMANUEL (1977- )', 'FRANCE']"
52,The lending giant’s shares jumped on the news that it is buying First Republic. But investors are watching to see if the deal ends the regional banking crisis.,2023-05-01T11:33:00+0000,article,Business,Business Day,News,"['BANKING AND FINANCIAL INSTITUTIONS', 'JPMORGAN CHASE & COMPANY', 'DIMON, JAMES', 'FIRST REPUBLIC BANK', 'MERGERS, ACQUISITIONS AND DIVESTITURES']"
53,"A cottage in Carmel-by-the-Sea, a 2023 home in Santa Rosa and a midcentury ranch house in Mountain View.",2023-05-01T12:00:03+0000,article,RealEstate,Real Estate,News,"['REAL ESTATE AND HOUSING (RESIDENTIAL)', 'SANTA ROSA (CALIF)', 'MOUNTAIN VIEW (CALIF)', 'CARMEL (CALIF)']"
54,"Dismissing modern art as “baloney,” he made millions as a master of historical harbor paintings.",2023-05-01T12:02:38+0000,article,Obits,Arts,Obituary (Obit),"['STOBART, JOHN (1929-2023)', 'DEATHS (OBITUARIES)', 'ART', 'SAILBOATS AND SAILING', 'OCEANS AND SEAS']"
55,"A class-action lawsuit will expand the state’s Medicaid rules, which lawyers argued were “structured to pull your teeth rather than save them.”",2023-05-01T12:08:43+0000,article,Metro,New York,News,"['TEETH AND DENTISTRY', 'MEDICAID', 'HEALTH INSURANCE AND MANAGED CARE', 'SUITS AND LITIGATION (CIVIL)', 'IMPLANTS', 'HEALTH DEPARTMENT (NYS)', 'LEGAL AID SOCIETY', 'NEW YORK CITY', 'NEW YORK STATE']"
56,"E. Jean Carroll has accused Donald J. Trump of assaulting her, and the ex-president’s lawyer tried to cast doubt on her story. More witnesses are expected Tuesday.",2023-05-01T12:40:55+0000,article,Metro,New York,News,"['SEX CRIMES', 'LIBEL AND SLANDER', 'CARROLL, E JEAN', 'TRUMP, DONALD J', 'SUITS AND LITIGATION (CIVIL)']"
57,"Entries for the week of April 24, 2023.",2023-05-01T13:00:06+0000,article,Games,Crosswords & Games,News,"['SPELLING BEE (GAME)', 'GAMES', 'PUZZLES']"
58,"Hatano Farm, the last vestige of what was once a thriving agricultural community, was named a point of historical interest, but its future remains unclear.",2023-05-01T13:00:09+0000,article,National,U.S.,briefing,['CALIFORNIA']
59,The team’s owner thinks his city deserves a top-flight soccer rivalry. Can local talent and its own Gulf investors close the gap on Paris St.-Germain?,2023-05-01T13:31:39+0000,article,Sports,Sports,News,"['SOCCER', 'PARIS FOOTBALL CLUB (SOCCER TEAM)', 'PARIS ST-GERMAIN FC (SOCCER TEAM)', 'LIGUE 1 (SOCCER)']"
60,"The unusually wet ground is one obstacle that the Ukrainian military, for all of its ingenuity, is finding difficult to overcome as it prepares for a counteroffensive against Russian forces.",2023-05-01T13:39:30+0000,article,Foreign,World,News,"['RUSSIAN INVASION OF UKRAINE (2022)', 'DEFENSE AND MILITARY FORCES', 'MILITARY VEHICLES', 'UKRAINE', 'ZAPORIZHZHIA (UKRAINE)', 'RUSSIA']"
61,Lance Weiler is an A.I. convert. His art students at Columbia University are still debating the creative value of ChatGPT and Midjourney. Powerful tools or a crutch?,2023-05-01T13:41:15+0000,article,Culture,Arts,News,"['ARTIFICIAL INTELLIGENCE', 'COLLEGES AND UNIVERSITIES', 'COLUMBIA UNIVERSITY', 'LOS ANGELES MUSIC CENTER', 'MIDJOURNEY INC', 'SOUTH, JANE', 'CREATIVITY', 'CHATGPT', 'WEILER, LANCE', 'ART']"
62,The Filipino leader’s four-day visit is meant to send a message to China amid conflict over Taiwan and the South China Sea.,2023-05-01T13:52:01+0000,article,Washington,U.S.,News,"['MARCOS, FERDINAND JR', 'BIDEN, JOSEPH R JR', 'UNITED STATES POLITICS AND GOVERNMENT', 'UNITED STATES INTERNATIONAL RELATIONS', 'PHILIPPINES', 'FAR EAST, SOUTH AND SOUTHEAST ASIA AND PACIFIC AREAS', 'CHINA']"
63,"Archaeologists have recovered a trove of fallen, forgotten ring stones from an 1,800-year-old bathhouse in England.",2023-05-01T13:57:35+0000,article,Science,Science,News,"['JEWELS AND JEWELRY', 'ROMAN CIVILIZATION', 'BATHING AND SHOWERING', 'ARCHAEOLOGY AND ANTHROPOLOGY', 'TREASURE TROVES', 'ART', 'BATH (ENGLAND)', 'CARLISLE (ENGLAND)', 'ROME (ITALY)', 'YOUR-FEED-SCIENCE']"
64,First Republic’s downfall was just the latest in a series of problems affecting midsize banks.,2023-05-01T14:06:55+0000,article,Business,Business Day,News,"['REGULATION AND DEREGULATION OF INDUSTRY', 'BANKING AND FINANCIAL INSTITUTIONS', 'MERGERS, ACQUISITIONS AND DIVESTITURES', 'SHUTDOWNS (INSTITUTIONAL)', 'CREDIT RATINGS AND CREDIT RATING AGENCIES', 'FEDERAL DEPOSIT INSURANCE CORP', 'FIRST REPUBLIC BANK', 'SILICON VALLEY BANK', 'YELLEN, JANET L', 'DIMON, JAMES']"
65,,2023-05-01T14:36:43+0000,multimedia,,,,[]
66,,2023-05-01T14:38:06+0000,multimedia,,,,[]
67,A batch of new recipes from Hetty McKinnon and Ali Slagle encourage a bit of cleverness in the kitchen.,2023-05-01T15:00:03+0000,article,Dining,Food,Letter,"['COOKING AND COOKBOOKS', 'CONTENT TYPE: SERVICE']"
68,"From 2011 to 2020, the proportion of mental health-related visits to emergency rooms by young people roughly doubled, health experts report.",2023-05-01T15:00:06+0000,article,Science,Health,News,"['YOUTH', 'EMERGENCY MEDICAL TREATMENT', 'MENTAL HEALTH AND DISORDERS', 'JOURNAL OF THE AMERICAN MEDICAL ASSN', 'SUICIDES AND SUICIDE ATTEMPTS', 'YOUR-FEED-HEALTH', 'YOUR-FEED-HEALTHCARE']"
69,"In a recent experiment, researchers used large language models to translate brain activity into words.",2023-05-01T15:00:10+0000,article,Science,Science,News,"['YOUR-FEED-SCIENCE', 'YOUR-FEED-HEALTH', 'ARTIFICIAL INTELLIGENCE', 'LANGUAGE AND LANGUAGES', 'BRAIN', 'RESEARCH', 'NATURE NEUROSCIENCE (JOURNAL)']"
70,"Kentucky Republicans are fighting over a nominee to challenge the Democratic governor, with a longtime Mitch McConnell ally squaring off against a wealthy former Trump administration ambassador.",2023-05-01T15:02:32+0000,article,Politics,U.S.,News,"['KENTUCKY', 'ELECTIONS, GOVERNORS', 'PRIMARIES AND CAUCUSES', 'REPUBLICAN PARTY', 'CAMERON, DANIEL J (1985- )', 'UNITED STATES POLITICS AND GOVERNMENT', 'BESHEAR, ANDREW G (1977- )', 'CRAFT, KELLY KNIGHT', 'QUARLES, RYAN']"
71,Readers discuss best practices for when the emails pile up. Also: The future of cable news; Merrick Garland and the Jan. 6 inquiry; speech on campus.,2023-05-01T15:07:56+0000,article,Letters,Opinion,Letter,"['E-MAIL', 'CABLE TELEVISION', 'NEWS AND NEWS MEDIA', 'FOX NEWS CHANNEL', 'CARLSON, TUCKER', 'LEMON, DON', 'GARLAND, MERRICK B', 'TRUMP, DONALD J', 'STORMING OF THE US CAPITOL (JAN, 2021)', 'COLLEGES AND UNIVERSITIES', 'FREEDOM OF SPEECH AND EXPRESSION']"
72,"Port Sudan, on the Red Sea, has been overwhelmed by people fleeing the violence and scrambling to join an evacuation to Saudi Arabia.",2023-05-01T15:17:39+0000,article,Foreign,World,News,"['SUDAN', 'KHARTOUM (SUDAN)', 'RAPID SUPPORT FORCES (SUDAN)', 'INTERNATIONAL RELATIONS', 'EVACUATIONS AND EVACUEES', 'UNITED STATES INTERNATIONAL RELATIONS', 'CIVILIAN CASUALTIES', 'SHIPS AND SHIPPING', 'JIDDA (SAUDI ARABIA)', 'SAUDI ARABIA']"
73,"The release of a map sketched by a German soldier had touched off a gold rush in a tiny village, but an early-morning excavation failed to solve the mystery.",2023-05-01T16:00:31+0000,article,Foreign,World,News,"['HOLOCAUST AND THE NAZI ERA', 'WORLD WAR II (1939-45)', 'TREASURE TROVES', 'JEWELS AND JEWELRY', 'GOLD', 'NETHERLANDS', 'OMMEREN (NETHERLANDS)']"
74,Too many of TV’s numerous adaptations promise “faithfulness.” What they really need is a little creative infidelity.,2023-05-01T16:38:58+0000,article,Culture,Arts,News,"['TELEVISION', 'DEAD RINGERS (TV PROGRAM)', 'FATAL ATTRACTION (TV PROGRAM)', 'DAISY JONES & THE SIX (TV PROGRAM)', 'MY BRILLIANT FRIEND (TV PROGRAM)']"
