,abstract,pub_date,document_type,news_desk,section_name,type_of_material,keywords
12,"The storm was drifting north toward the Central American country early Wednesday. It was forecast to begin moving west, farther into the Pacific Ocean, later in the day.",2023-11-01T05:02:22+0000,article,Express,World,News,"['FLOODS', 'RAIN', 'HURRICANES AND TROPICAL STORMS', 'CENTRAL AMERICA', 'EL SALVADOR', 'HONDURAS', 'NICARAGUA', 'COSTA RICA']"
13,This word has appeared in 59 articles on NYTimes.com in the past year. Can you use it in a sentence?,2023-11-01T06:00:02+0000,article,Learning,The Learning Network,News,[]
14,"In London for an artificial intelligence summit, Vice President Kamala Harris urged global leaders to address the technology’s effect on vulnerable groups.",2023-11-01T06:00:09+0000,article,Washington,U.S.,News,"['HARRIS, KAMALA D', 'ARTIFICIAL INTELLIGENCE', 'DISCRIMINATION', 'EXECUTIVE ORDERS AND MEMORANDUMS', 'BIDEN, JOSEPH R JR', 'UNITED STATES POLITICS AND GOVERNMENT', 'UNITED STATES INTERNATIONAL RELATIONS', 'OFFICE OF MANAGEMENT AND BUDGET (US)', 'REGULATION AND DEREGULATION OF INDUSTRY']"
15,"“You know your campaign is going terribly wrong when people only want to talk about your shoes,” the guest host said of rumors that DeSantis wears lifts to appear taller.",2023-11-01T06:21:09+0000,article,Culture,Arts,News,"['TELEVISION', 'MEYERS, SETH', 'THE DAILY SHOW WITH TREVOR NOAH (TV PROGRAM)', 'THE TONIGHT SHOW (TV PROGRAM)', 'LATE SHOW WITH STEPHEN COLBERT (TV PROGRAM)', 'LATE NIGHT WITH SETH MEYERS (TV PROGRAM)', 'JIMMY KIMMEL LIVE (TV PROGRAM)', 'KIMMEL, JIMMY', 'COLBERT, STEPHEN', 'FALLON, JIMMY']"
16,Feeling stuck on today’s puzzle? We can help.,2023-11-01T07:00:04+0000,article,Games,Crosswords & Games,News,['SPELLING BEE (GAME)']
17,In case you need some puzzle help.,2023-11-01T07:00:05+0000,article,Games,Crosswords & Games,News,"['CROSSWORD PUZZLES', 'CONNECTIONS (GAME)']"
18,In case you need some puzzle help.,2023-11-01T07:00:07+0000,article,Games,Crosswords & Games,News,['WORDLE (PUZZLE)']
19,Everything you need to know about Sunday’s five-borough race.,2023-11-01T07:00:22+0000,article,Metro,New York,News,"['NEW YORK CITY MARATHON', 'MARATHON RUNNING', 'NEW YORK CITY']"
20,"It has become the city’s biggest block party. Here are the best spots in each borough to cheer for the race’s 50,000 runners.",2023-11-01T07:00:24+0000,article,Metro,New York,News,"['NEW YORK CITY MARATHON', 'BROOKLYN (NYC)', 'BRONX (NYC)', 'MANHATTAN (NYC)', 'STATEN ISLAND (NYC)', 'QUEENS (NYC)', 'NEW YORK CITY']"
21,"A new study finds that women’s pay in the city has declined slightly in the past 25 years, even as it has increased nationally.",2023-11-01T07:00:32+0000,article,Metro,New York,News,"['INCOME INEQUALITY', 'CAREERS AND PROFESSIONS', 'CENTER FOR NEW YORK CITY AFFAIRS AT THE NEW SCHOOL']"
22,Ms. Murphy has never held or sought elected office but is in a strong position to take advantage of the scandal swirling around Senator Robert Menendez.,2023-11-01T07:00:32+0000,article,Metro,New York,News,"['MENENDEZ, ROBERT', 'MURPHY, TAMMY (1965- )', 'MURPHY, PHILIP D (1957- )', 'NEW JERSEY', 'ELECTIONS, SENATE', 'UNITED STATES POLITICS AND GOVERNMENT', 'POLITICS AND GOVERNMENT']"
23,Lionel Messi’s eye-catching new jersey is the hottest piece of sports merchandise on the planet. Would you want to wear one?,2023-11-01T07:00:35+0000,article,Learning,The Learning Network,News,[]
24,"Francesco Magisano intends to run the New York City Marathon on Sunday. But first, he is breaking in a new guide.",2023-11-01T07:00:37+0000,article,Metro,New York,News,"['NEW YORK CITY MARATHON', 'BLINDNESS', 'MARATHON RUNNING', 'MAGISANO, FRANCESCO', 'SCHULMAN, NEV', 'NEW YORK CITY', 'CONTENT TYPE: PERSONAL PROFILE']"
25,Two designers and graphics editors teamed up with a Food reporter to answer a question that has haunted New Yorkers: How can you snag a hard-to-get restaurant reservation?,2023-11-01T07:00:48+0000,article,Insider,Times Insider,News,"['RESTAURANTS', 'FOOD', 'INDIAN FOOD (CUISINE)', 'RESY NETWORK INC', 'SEMMA (MANHATTAN, NY, RESTAURANT)']"
26,"Donald J. Trump, Donald Trump Jr. and Eric Trump played different roles in the family business. The New York attorney accused them all of fraud.",2023-11-01T07:00:49+0000,article,Metro,New York,News,"['FRAUDS AND SWINDLING', 'FINES (PENALTIES)', 'FAMILY BUSINESS', 'ATTORNEYS GENERAL', 'APPRAISALS AND VALUATION (PROPERTY)', 'TRUMP ORGANIZATION', 'TRUMP TOWER (MANHATTAN, NY)', 'JAMES, LETITIA', 'TRUMP, DONALD J', 'TRUMP, DONALD J JR', 'TRUMP, ERIC F (1984- )', 'TRUMP, IVANKA', 'NEW YORK STATE']"
27,"At a U.K. summit, 28 governments, including China and the U.S., signed a declaration agreeing to cooperate on evaluating the risks of artificial intelligence.",2023-11-01T08:16:54+0000,article,Foreign,World,News,"['INTERNATIONAL RELATIONS', 'POLITICS AND GOVERNMENT', 'ARTIFICIAL INTELLIGENCE', 'CRYPTOGRAPHY, CODES AND CIPHERS', 'GREAT BRITAIN', 'SUNAK, RISHI (1980- )', 'UNITED STATES INTERNATIONAL RELATIONS', 'WORLD WAR II (1939-45)', 'HISTORIC BUILDINGS AND SITES', 'BLETCHLEY PARK', 'EUROPEAN COMMISSION', 'OPENAI LABS', 'HARRIS, KAMALA D', 'MUSK, ELON', 'TURING, ALAN M']"
28,"Through reconstructions in a special effects studio, “Neighbour Abdi” embarks on a candid journey through Abdiwahab Ali’s personal history scarred by war.",2023-11-01T08:55:00+0000,multimedia,,Opinion,Video,"['CONTENT TYPE: PERSONAL PROFILE', 'SOMALIA', 'NETHERLANDS']"
29,"Through reconstructions in a special effects studio, “Neighbour Abdi” embarks on a candid journey through Abdiwahab Ali’s personal history scarred by war.",2023-11-01T09:00:06+0000,article,OpEd,Opinion,Op-Ed,"['DOCUMENTARY FILMS AND PROGRAMS', 'CONTENT TYPE: PERSONAL PROFILE', 'NETHERLANDS', 'SOMALIA', 'REFUGEES AND DISPLACED PERSONS']"
30,Vacationing during the off-season has long been considered a cost-saving boon. But can families with school-aged children take advantage? Should they?,2023-11-01T09:00:08+0000,article,Travel,Travel,News,"['BUDGET TRAVEL', 'FAMILIES AND FAMILY LIFE', 'CHILDREN AND CHILDHOOD', 'EDUCATION (K-12)']"
31,"Lima is a city of contrasts and contradictions — gray and tropical, dense and isolated. Augusto Higa Oshiro, one of its writers, recommended books and authors that have captured its complexity.",2023-11-01T09:00:12+0000,article,Books,Books,News,"['BOOKS AND LITERATURE', 'WRITING AND WRITERS', 'TRAVEL AND VACATIONS', 'HIGA OSHIRO, AUGUSTO (1946-2023)', 'LIMA (PERU)', 'PERU', 'VARGAS LLOSA, MARIO', 'ALARCON, DANIEL', 'MELVILLE, HERMAN', 'SHINING PATH']"
32,"In “The Genius of Israel,” Dan Senor and Saul Singer take a look at the economic strength and high quality of life for some of the people who live in a troubled country.",2023-11-01T09:00:43+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'ECONOMIC CONDITIONS AND TRENDS', 'POLITICS AND GOVERNMENT', 'THE GENIUS OF ISRAEL: THE SURPRISING RESILIENCE OF A DIVIDED NATION IN A TURBULENT WORLD (BOOK)', 'SENOR, DAN', 'SINGER, SAUL (JOURNALIST)', 'ISRAEL', 'NETANYAHU, BENJAMIN']"
33,Chinese backpacker hostels offering bunk beds for a few dollars a night have become hubs for the anxiety and ambitions of job-seeking youth.,2023-11-01T09:00:44+0000,article,Foreign,World,News,"['YOUTH', 'LAYOFFS AND JOB REDUCTIONS', 'HOTELS AND TRAVEL LODGINGS', 'CHINA', 'SHANGHAI (CHINA)', 'LABOR AND JOBS', 'CAREERS AND PROFESSIONS', 'UNEMPLOYMENT']"
34,"In Elaine Feeney’s latest book, a child’s grief-driven engineering dream connects a handful of isolated citizens in a small Irish town.",2023-11-01T09:00:45+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'HOW TO BUILD A BOAT (BOOK)', 'FEENEY, ELAINE (1979- )']"
35,"Hitting fentanyl labs could further destabilize northern Mexico and the borderlands, worsening the migrant refugee crisis.",2023-11-01T09:00:46+0000,article,OpEd,Opinion,Op-Ed,"['DRUG ABUSE AND TRAFFIC', 'UNITED STATES DEFENSE AND MILITARY FORCES', 'PRESIDENTIAL ELECTION OF 2024', 'UNITED STATES POLITICS AND GOVERNMENT', 'FENTANYL', 'REFUGEES AND DISPLACED PERSONS', 'UNITED STATES INTERNATIONAL RELATIONS', 'REPUBLICAN PARTY', 'CENTRAL AMERICA', 'COLOMBIA', 'MEXICO']"
36,"Ray Dalio’s investing tactics have always been a closely kept secret, even inside Bridgewater Associates. Several years ago, some of Wall Street’s biggest names set out to discover his edge.",2023-11-01T09:00:47+0000,article,SundayBusiness,Business Day,News,"['BRIDGEWATER ASSOCIATES', 'DALIO, RAYMOND (1949- )', 'HEDGE FUNDS', 'BANKING AND FINANCIAL INSTITUTIONS', 'REGULATION AND DEREGULATION OF INDUSTRY', 'INTERNAL-GREAT-READ', 'INTERNAL-SUB-ONLY', 'AUDIO-NEUTRAL-INFORMATIVE']"
37,"John Sykes, the chairman of the organization behind the hall, talks about the ouster of Jann Wenner, the need to diversify inductees and surprises at this year’s ceremony.",2023-11-01T09:01:12+0000,article,Culture,Arts,News,"['ROCK AND ROLL HALL OF FAME AND MUSEUM', 'HALLS OF FAME', 'POP AND ROCK MUSIC', 'COUNTRY MUSIC', 'RAP AND HIP-HOP', 'APPOINTMENTS AND EXECUTIVE CHANGES', 'WOMEN AND GIRLS', 'SYKES, JOHN', 'WENNER, JANN', 'CONTENT TYPE: PERSONAL PROFILE']"
38,"The number of ships that can travel through the vital route has fallen sharply this year because of a lack of water for the locks, raising costs and slowing deliveries.",2023-11-01T09:01:12+0000,article,Business,Business Day,News,"['PANAMA CANAL AND CANAL ZONE', 'SHIPS AND SHIPPING', 'DROUGHT', 'GLOBAL WARMING', 'FREIGHT (CARGO)', 'INTERNATIONAL TRADE AND WORLD MARKET', 'SUPPLY CHAIN', 'CANALS', 'UNITED STATES ECONOMY', 'CONSERVATION OF RESOURCES', 'EL NINO SOUTHERN OSCILLATION']"
39,"Often, one half of a senior couple wants to remain in the house they long loved, while the other half sees their future unfolding in a continuing care community.",2023-11-01T09:01:12+0000,article,RealEstate,Real Estate,News,"['RETIREMENT COMMUNITIES AND ASSISTED LIVING', 'REAL ESTATE AND HOUSING (RESIDENTIAL)', 'ELDER CARE', 'AGE, CHRONOLOGICAL', 'ELDERLY', 'UNITED STATES']"
40,"Developers are adding amenities like wellness rooms and restaurants as competition for top buildings remains strong in Miami-Dade, Broward and Palm Beach Counties.",2023-11-01T09:01:31+0000,article,Business,Business Day,News,"['WORKPLACE ENVIRONMENT', 'REAL ESTATE (COMMERCIAL)', 'AREA PLANNING AND RENEWAL', 'RELOCATION OF BUSINESS', 'RENTING AND LEASING (REAL ESTATE)', 'MIAMI-DADE COUNTY (FLA)', 'BROWARD COUNTY (FLA)', 'PALM BEACH COUNTY (FLA)', 'BOCA RATON (FLA)']"
41,Irish Repertory Theater’s season-long survey of the playwright’s work prompted our reporter to seek out the Irish town that inspired the imaginary site of so many of his plays.,2023-11-01T09:01:35+0000,article,Arts&Leisure,Theater,News,"['THEATER', 'THEATER (OFF BROADWAY)', 'WRITING AND WRITERS', 'IRISH REPERTORY THEATER', 'FRIEL, BRIAN', 'TRANSLATIONS (PLAY)', 'ARISTOCRATS (PLAY)', 'PHILADELPHIA, HERE I COME! (PLAY)', 'GLENTIES (IRELAND)', 'IRELAND']"
42,"An 1824 townhouse in New Castle, a Tudor Revival home in Boise and a Colonial Revival house in Swansboro.",2023-11-01T09:01:45+0000,article,RealEstate,Real Estate,News,"['REAL ESTATE AND HOUSING (RESIDENTIAL)', 'BOISE (IDAHO)', 'NEW CASTLE (DEL)', 'SWANSBORO (NC)']"
43,‘I am undone by empathy’: A Palestinian poet on the fight to exist.,2023-11-01T09:01:46+0000,article,OpEd,Opinion,Op-Ed,"['AUDIO-NEUTRAL-INFORMATIVE', 'PALESTINIAN-AMERICANS', 'PALESTINIANS', 'ISRAEL-GAZA WAR (2023- )', 'ISRAEL', 'GAZA STRIP']"
44,Lisa Donovan weaves her own story into this recipe from Paul Bertolli’s “Cooking by Hand.”,2023-11-01T09:01:54+0000,article,Magazine,Magazine,News,"['COOKING AND COOKBOOKS', 'RECIPES', 'CAKES', 'HERME, PIERRE']"
45,How did a small group of models manage to stay on top for so long?,2023-11-01T09:01:57+0000,article,Magazine,Magazine,News,"['MODELS (PROFESSIONAL)', 'NINETEEN HUNDRED NINETIES', 'TELEVISION', 'CAMPBELL, NAOMI', 'CRAWFORD, CINDY', 'EVANGELISTA, LINDA', 'TURLINGTON, CHRISTY']"
46,Politically appointed lawyers sometimes frustrated Donald J. Trump’s ambitions. His allies are planning to install more aggressive legal gatekeepers if he regains the White House.,2023-11-01T09:02:11+0000,article,Politics,U.S.,News,"['TRUMP, DONALD J', 'PRESIDENTIAL ELECTION OF 2024', 'RIGHT-WING EXTREMISM AND ALT-RIGHT', 'LEGAL PROFESSION', 'CONSERVATISM (US POLITICS)', 'FEDERALIST SOCIETY', 'PAOLETTA, MARK', 'LEO, LEONARD A', 'VOUGHT, RUSSELL T', 'MILLER, STEPHEN (1985- )', 'MITNICK, JOHN']"
47,The linguist Geoff Nunberg wrote that “dirty words are magic spells that conjure up their references.”,2023-11-01T09:02:11+0000,article,OpEd,Opinion,Op-Ed,"['INDECENCY, OBSCENITY AND PROFANITY', 'LANGUAGE AND LANGUAGES', 'SUPERSTITIONS', 'CENSORSHIP', 'CUSTOMS, ETIQUETTE AND MANNERS']"
48,"Is an immersive piece featuring 17,000 illuminated, flowerlike stems a precursor to a huge gambling hall along the East River?",2023-11-01T09:02:33+0000,article,Metro,New York,briefing,"['NEW YORK CITY', 'INTERNAL-STORYLINE-NO', 'CASINOS', 'CULTURE (ARTS)', 'MUNRO, BRUCE (1959- )', 'SOLOVIEV, STEFAN', 'EAST RIVER (NYC)', 'GREENWICH VILLAGE (MANHATTAN, NY)', 'MIDTOWN AREA (MANHATTAN, NY)', 'HOLIDAYS AND SPECIAL OCCASIONS', 'MEXICO']"
49,"We asked Jon Batiste, Arooj Aftab, Mary Halvorson and others to share their favorites.",2023-11-01T09:02:39+0000,article,Culture,Arts,News,"['JAZZ', 'MONK, THELONIOUS']"
50,"As Christi Clancy was about to teach a spin class, her best friend’s ex-husband walked in. She decided to let him have it.",2023-11-01T09:02:44+0000,article,Podcasts,Podcasts,News,"['LOVE (EMOTION)', 'DATING AND RELATIONSHIPS', 'DIVORCE, SEPARATIONS AND ANNULMENTS', 'TELEVISION']"
51,Donald Trump’s allies are hoping to install a different species of legal gatekeeper throughout the federal government. Here are some of the potential prospects.,2023-11-01T09:02:45+0000,article,Politics,U.S.,News,"['TRUMP, DONALD J', 'MILLER, STEPHEN (1985- )', 'MCENTEE, JOHN', 'HERITAGE FOUNDATION', 'REPUBLICAN PARTY', 'PRESIDENTIAL ELECTION OF 2020', 'PRESIDENTIAL ELECTION OF 2024', 'UNITED STATES POLITICS AND GOVERNMENT', 'CONSERVATISM (US POLITICS)']"
52,Democrats once dominated statewide elections for the influential post of agriculture commissioner. Now they’re hoping to win just one.,2023-11-01T09:02:54+0000,article,National,U.S.,News,"['AGRICULTURE AND FARMING', 'POLITICS AND GOVERNMENT', 'ELECTIONS', 'STATES (US)', 'REGULATION AND DEREGULATION OF INDUSTRY', 'DEMOCRATIC PARTY', 'REPUBLICAN PARTY', 'SHELL, JONATHAN (1987- )', 'ENLOW, SIERRA', 'KENTUCKY', 'SOUTHERN STATES (US)', 'MIDWESTERN STATES (US)']"
53,"For people in Bilozerka, the invasion began a cat-and-mouse game of collaboration and resistance.",2023-11-01T09:02:55+0000,article,Magazine,Magazine,News,"['ESPIONAGE AND INTELLIGENCE SERVICES', 'RUSSIAN INVASION OF UKRAINE (2022)', 'PUTIN, VLADIMIR V', 'KHERSON (UKRAINE)']"
54,"A solid bloc of Republicans joined Democrats in refusing to back a move to formally rebuke Representative Rashida Tlaib of Michigan, a far-left Democrat, for her harsh criticism of Israel.",2023-11-01T09:02:59+0000,article,Washington,U.S.,News,"['GREENE, MARJORIE TAYLOR (1974- )', ""D'ESPOSITO, ANTHONY P"", 'JOHNSON, MIKE (1972- )', 'TLAIB, RASHIDA', 'BOWMAN, JAMAAL', 'HOUSE OF REPRESENTATIVES', 'DEMOCRATIC PARTY', 'REPUBLICAN PARTY', 'SANTOS, GEORGE (1988- )', 'UNITED STATES POLITICS AND GOVERNMENT', 'ANTI-SEMITISM', 'ETHICS AND OFFICIAL MISCONDUCT']"
55,A declaration on the public health impacts of climate change may lack two words: fossil fuels.,2023-11-01T09:03:01+0000,article,Climate,Climate,News,"['GLOBAL WARMING', 'GREENHOUSE GAS EMISSIONS', 'MEDICINE AND HEALTH', 'OIL (PETROLEUM) AND GASOLINE', 'AIR POLLUTION', 'AL JABER, SULTAN (1973- )', 'UNITED ARAB EMIRATES']"
56,"With Israel bent on crushing Iran’s ally Hamas, Tehran must decide whether it and the proxy militias it arms and trains will live up to its fiery rhetoric.",2023-11-01T09:03:03+0000,article,Foreign,World,News,"['ISRAEL-GAZA WAR (2023- )', 'TERRORISM', 'PALESTINIANS', 'WAR AND ARMED CONFLICTS', 'HAMAS', 'HEZBOLLAH', 'HOUTHIS', 'ISLAMIC REVOLUTIONARY GUARDS CORPS', 'AMIR ABDOLLAHIAN, HOSSEIN', 'KHAMENEI, ALI', 'BIDEN, JOSEPH R JR', 'NASRALLAH, HASSAN', 'GAZA STRIP', 'LEBANON', 'SYRIA', 'IRAN', 'YEMEN']"
57,"As President Biden and other Western leaders promote the idea, some diplomats and analysts say the Hamas-Israel war may breathe new life into it.",2023-11-01T09:03:08+0000,article,Foreign,World,News,"['ISRAEL-GAZA WAR (2023- )', 'ISRAEL', 'PALESTINIANS', 'GAZA STRIP', 'WEST BANK', 'ISRAELI SETTLEMENTS', 'TERRORISM', 'HAMAS', 'PALESTINIAN AUTHORITY', 'NETANYAHU, BENJAMIN', 'BIDEN, JOSEPH R JR', 'TRUMP, DONALD J', 'POLITICS AND GOVERNMENT', 'INTERNATIONAL RELATIONS', 'UNITED STATES INTERNATIONAL RELATIONS']"
58,Some ideological trends and tendencies worth watching.,2023-11-01T09:03:09+0000,article,OpEd,Opinion,Op-Ed,"['ISRAEL-GAZA WAR (2023- )', 'INTERNATIONAL RELATIONS', 'POLITICS AND GOVERNMENT', 'PALESTINIANS', 'ZIONISM', 'JEWS AND JUDAISM', 'LIBERALISM (US POLITICS)', 'CONSERVATISM (US POLITICS)', 'MUSLIMS AND ISLAM', 'DEMOCRATIC PARTY', 'REPUBLICAN PARTY', 'TRUMP, DONALD J']"
59,The president’s push to focus attention on the domestic economy comes as his administration has been dealing with events overseas after the terrorist attacks in Israel.,2023-11-01T09:03:53+0000,article,Washington,U.S.,News,"['RURAL AREAS', 'UNITED STATES POLITICS AND GOVERNMENT', 'AGRICULTURE AND FARMING', 'ALTERNATIVE AND RENEWABLE ENERGY', 'UNITED STATES ECONOMY', 'SMALL BUSINESS', 'INFRASTRUCTURE (PUBLIC WORKS)', 'WIND POWER', 'SOLAR ENERGY', 'BIDEN, JOSEPH R JR', 'MINNESOTA', 'PRESIDENTIAL ELECTION OF 2024']"
60,The new speaker is playing a game with the world when the world needs American leadership.,2023-11-01T09:03:53+0000,article,Editorial,Opinion,Editorial,"['JOHNSON, MIKE (1972- )', 'HOUSE OF REPRESENTATIVES', 'REPUBLICAN PARTY', 'FOREIGN AID', 'ISRAEL', 'UKRAINE', 'ISRAEL-GAZA WAR (2023- )', 'RUSSIAN INVASION OF UKRAINE (2022)', 'INFLATION REDUCTION ACT OF 2022', 'INTERNAL REVENUE SERVICE', 'SENATE', 'BIDEN, JOSEPH R JR', 'UNITED STATES POLITICS AND GOVERNMENT', 'UNITED STATES INTERNATIONAL RELATIONS']"
61,Mike Johnson’s ascension reflects the strength of white evangelical voters’ influence on the House Republican caucus.,2023-11-01T09:03:54+0000,article,OpEd,Opinion,Op-Ed,"['PRESIDENTIAL ELECTION OF 2024', 'UNITED STATES POLITICS AND GOVERNMENT', 'CHRISTIANS AND CHRISTIANITY', 'EVANGELICAL MOVEMENT', 'NATIONALISM (THEORY AND PHILOSOPHY)', 'POLLS AND PUBLIC OPINION', 'HOUSE OF REPRESENTATIVES', 'REPUBLICAN PARTY', 'JOHNSON, MIKE (1972- )']"
62,"As recounted in Jennet Conant’s biography, Marguerite Higgins played the high-stakes game of journalism in a man’s world.",2023-11-01T09:15:09+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'NEWS AND NEWS MEDIA', 'WAR AND ARMED CONFLICTS', 'CONTENT TYPE: PERSONAL PROFILE', 'WOMEN AND GIRLS', 'CONANT, JENNET', 'HIGGINS, MARGUERITE', 'NEW YORK HERALD TRIBUNE']"
63,"The actions coincided with a period of increasing labor activism by workers in other sectors, including the auto industry and Hollywood.",2023-11-01T09:42:28+0000,article,Express,Business Day,News,"['DRUGSTORES', 'DRUGS (PHARMACEUTICALS)', 'CVS CAREMARK CORPORATION', 'WALGREEN CO', 'RITE AID CORPORATION', 'STRIKES', 'WORKPLACE HAZARDS AND VIOLATIONS', 'UNITED STATES']"
64,"After three decades of wars and stalemates, Azerbaijan seized Nagorno-Karabakh from ethnic Armenian control seemingly overnight.",2023-11-01T10:00:02+0000,article,Podcasts,Podcasts,News,"['AUDIO-NEGATIVE-SAD', 'TERRITORIAL DISPUTES', 'INTERNATIONAL RELATIONS', 'WAR AND ARMED CONFLICTS', 'ARMENIA', 'AZERBAIJAN', 'NAGORNO-KARABAKH']"
65,"Tens of thousands of migrant children have enrolled in public schools, but many of them do not have a consistent place to live.",2023-11-01T10:00:09+0000,article,Metro,New York,News,"['EDUCATION (K-12)', 'CHILDREN AND CHILDHOOD', 'HOMELESS PERSONS', 'IMMIGRATION AND EMIGRATION', 'EDUCATION DEPARTMENT (NYC)', 'NEW YORK CITY', 'ADVOCATES FOR CHILDREN OF NEW YORK', 'ADAMS, ERIC L', 'POLITICS AND GOVERNMENT']"
66,"The notifications suggested that many opposition figures could be under “state-sponsored” surveillance, but even Apple said the warning could have been a false alarm.",2023-11-01T10:48:12+0000,article,Foreign,World,News,"['INDIA', 'APPLE INC', 'SMARTPHONES', 'CYBERATTACKS AND HACKERS', 'BHARATIYA JANATA PARTY', 'POLITICS AND GOVERNMENT', 'SURVEILLANCE OF CITIZENS BY GOVERNMENT', 'MODI, NARENDRA', 'ESPIONAGE AND INTELLIGENCE SERVICES', 'PRIVACY', 'FREEDOM OF THE PRESS']"
67,Some progress has been made on firearm violence in recent decades.,2023-11-01T10:58:20+0000,article,NYTNow,Briefing,briefing,['INTERNAL-STORYLINE-NO']
68,Two state legislators want to declare this the state cocktail. “I’ve had a couple of calls from people: ‘Don’t you have more important work to do?’” one said.,2023-11-01T11:00:12+0000,article,Express,U.S.,News,"['SCOTCH (WHISKEY)', 'BOURBON (WHISKEY)', 'WISCONSIN', 'KENTUCKY', 'COCKTAILS AND MIXED DRINKS']"
