,abstract,pub_date,document_type,news_desk,section_name,type_of_material,keywords
10,"President Biden and former President Donald J. Trump are tied in a 2024 rematch among all registered voters, according to a poll conducted by The New York Times and Siena College from July 23 to 27, 2023.",2023-08-01T04:19:09+0000,multimedia,U.S.,U.S.,Interactive Feature,"['NEW YORK TIMES/SIENA COLLEGE POLL', 'INTERNAL-OPEN-ACCESS']"
11,Residents near the company’s location in downtown San Francisco complained of “intense” flashing lights and feared for their safety.,2023-08-01T04:24:49+0000,article,Express,U.S.,News,"['TWITTER', 'SIGNS AND SIGNAGE', 'LOGOS', 'SOCIAL MEDIA', 'ROOFS', 'REAL ESTATE (COMMERCIAL)', 'ACCIDENTS AND SAFETY', 'MUSK, ELON', 'SAN FRANCISCO (CALIF)']"
12,"DocGo, which was awarded a $432 million contract by New York City, moved migrants upstate. Some complained about how they were treated.",2023-08-01T05:51:00+0000,article,Metro,New York,briefing,"['NEW YORK CITY', 'ASYLUM, RIGHT OF', 'CORONAVIRUS (2019-NCOV)', 'GOVERNMENT CONTRACTS AND PROCUREMENT', 'DOCGO INC', 'ADAMS, ERIC L', 'ALBANY (NY)']"
13,"Typhoon Khanun was hovering near Okinawa Prefecture days after an earlier tropical cyclone, Doksuri, brought death and destruction to China and the Philippines.",2023-08-01T06:06:09+0000,article,Express,World,News,"['TYPHOONS', 'HURRICANES AND TROPICAL STORMS', 'MILITARY BASES AND INSTALLATIONS', 'RAIN', 'CYCLONES', 'FLOODS', 'BEIJING (CHINA)', 'KADENA AIR BASE (OKINAWA, JAPAN)', 'OKINAWA AND OTHER RYUKYU ISLANDS (JAPAN)', 'PHILIPPINES']"
14,"The civilian leader, who was ousted in a coup in 2021, had six years cut from a 33-year prison sentence and five of her 19 convictions overturned, state television said.",2023-08-01T06:25:26+0000,article,Foreign,World,News,"['MYANMAR', 'AUNG SAN SUU KYI', 'POLITICAL PRISONERS', 'POLITICS AND GOVERNMENT', 'CIVILIAN CASUALTIES', ""COUPS D'ETAT AND ATTEMPTED COUPS D'ETAT"", 'DECISIONS AND VERDICTS']"
15,Our columnist reviews the day’s puzzle. Warning: Contains spoilers!,2023-08-01T07:00:02+0000,article,Games,Crosswords & Games,News,"['CROSSWORD PUZZLES', 'WORDLE (PUZZLE)']"
16,A Times/Siena poll suggests a slight Biden edge among voters who don’t like either candidate.,2023-08-01T07:00:04+0000,article,Upshot,The Upshot,News,"['POLLS AND PUBLIC OPINION', 'PRESIDENTIAL ELECTION OF 2024', 'BIDEN, JOSEPH R JR', 'TRUMP, DONALD J', 'INTERNAL-SUB-ONLY-NL', 'UNITED STATES POLITICS AND GOVERNMENT', 'PRESIDENTIAL ELECTION OF 2020']"
17,Suffolk County’s district attorney personally appeared at a brief session for the man accused of murder in three cases and named as the prime suspect in a fourth.,2023-08-01T07:00:07+0000,article,Metro,New York,News,"['SERIAL MURDERS', 'HEUERMANN, REX (1963- )', 'GILGO BEACH (NY)', 'MASSAPEQUA PARK (NY)', 'SUFFOLK COUNTY (NY)']"
18,Feeling stuck on today’s puzzle? We can help.,2023-08-01T07:00:08+0000,article,Games,Crosswords & Games,News,['SPELLING BEE (GAME)']
19,"Unlike her husband, Nadine Menendez has lived a mainly private life. Investigators appear focused on the possibility that she or the senator received undisclosed gifts.",2023-08-01T07:00:14+0000,article,Metro,New York,News,"['MENENDEZ, ROBERT', 'MENENDEZ, NADINE', 'GIFTS TO PUBLIC OFFICIALS', 'ETHICS AND OFFICIAL MISCONDUCT', 'HANA, WAEL', 'IS EG HALAL', 'HALAL FOODS AND PRODUCTS', 'SENATE', 'NEW JERSEY', 'FEDERAL BUREAU OF INVESTIGATION', 'UNITED STATES POLITICS AND GOVERNMENT']"
20,"The share of Republicans saying the former president has committed “serious federal crimes” has grown modestly, according to a new poll from The New York Times and Siena College.",2023-08-01T07:00:19+0000,article,Politics,U.S.,News,"['POLLS AND PUBLIC OPINION', 'UNITED STATES POLITICS AND GOVERNMENT', 'NEW YORK TIMES/SIENA COLLEGE POLL', 'REPUBLICAN PARTY', 'TRUMP, DONALD J', 'CLASSIFIED INFORMATION AND STATE SECRETS', 'PRESIDENTIAL ELECTION OF 2024', 'FEDERAL CRIMINAL CASE AGAINST TRUMP (DOCUMENTS CASE)', 'FEDERAL CRIMINAL CASE AGAINST TRUMP (2020 ELECTION CASE)', 'NEW YORK STATE CRIMINAL CASE AGAINST TRUMP (71543-23)']"
21,A New York Times/Siena College poll found that President Biden is on stronger footing than he was a year ago — but he is neck-and-neck in a possible rematch against Donald Trump.,2023-08-01T07:00:21+0000,article,Politics,U.S.,News,"['BIDEN, JOSEPH R JR', 'TRUMP, DONALD J', 'DEMOCRATIC PARTY', 'REPUBLICAN PARTY', 'PRESIDENTIAL ELECTION OF 2024', 'NEW YORK TIMES/SIENA COLLEGE POLL', 'POLLS AND PUBLIC OPINION', 'UNITED STATES POLITICS AND GOVERNMENT', 'PRIMARIES AND CAUCUSES']"
22,"Four of the 13 books that will compete for the prestigious literary award are debuts, in a longlist that the judges said was “defined by its freshness.”",2023-08-01T08:00:12+0000,article,Culture,Books,News,"['MAN BOOKER PRIZE', 'BOOKS AND LITERATURE', 'BARRY, SEBASTIAN', 'ESCOFFERY, JONATHAN', 'HARDING, PAUL', 'MAROO, CHETNA', 'MURRAY, PAUL (1975- )', 'IF I SURVIVE YOU (BOOK)', 'THE BEE STING: A NOVEL (BOOK)']"
23,The Japanese subsidiary of Warner Bros. criticized what it called insensitive promotion of “Barbie” by the company’s headquarters.,2023-08-01T08:33:20+0000,article,Foreign,World,News,"['MOVIES', 'BARBIE (MOVIE)', 'OPPENHEIMER (MOVIE)', 'JAPAN', 'BOX OFFICE SALES', 'SOCIAL MEDIA', 'WARNER BROTHERS', 'NUCLEAR WEAPONS']"
24,These men have spent their entire adult lives in prison. How much punishment is enough?,2023-08-01T08:50:07+0000,multimedia,,Opinion,Video,"['CONTENT TYPE: SERVICE', 'CRIMINAL JUSTICE', 'CRIME AND CRIMINALS', 'SENTENCES (CRIMINAL)', 'YOUR-FEED-OPINIONVIDEO']"
25,These men have spent their entire adult lives in prison. How much punishment is enough?,2023-08-01T09:00:13+0000,article,OpEd,Opinion,Op-Ed,"['PRISONS AND PRISONERS', 'SENTENCES (CRIMINAL)', 'YOUR-FEED-OPINIONVIDEO', 'LOUISIANA STATE PENITENTIARY', 'CRIMINAL JUSTICE', 'UNITED STATES', 'LOUISIANA']"
26,"The economic journalist on the “shifts,” “shocks” and “fragilities” shaping this global economic moment.",2023-08-01T09:00:18+0000,article,OpEd,Opinion,Op-Ed,"['AUDIO-NEUTRAL-INFORMATIVE', 'UNITED STATES ECONOMY', 'INTERNATIONAL TRADE AND WORLD MARKET', 'INTERNATIONAL RELATIONS', 'ECONOMIC CONDITIONS AND TRENDS', 'UNITED STATES INTERNATIONAL RELATIONS', 'ALTERNATIVE AND RENEWABLE ENERGY', 'WOLF, MARTIN', 'CHINA', 'EUROPE', 'UNITED STATES', 'THE CRISIS OF DEMOCRATIC CAPITALISM (BOOK)']"
27,"In “Flirting With Danger,” Janet Wallach tells the story of Marguerite Harrison, who traded a life of privilege to become America’s first international female spy.",2023-08-01T09:00:23+0000,article,BookReview,Books,Review,"['HARRISON, MARGUERITE (1879-1967)', 'ESPIONAGE AND INTELLIGENCE SERVICES', 'BOOKS AND LITERATURE', 'POLITICAL PRISONERS', 'BERLIN (GERMANY)', 'MOSCOW (RUSSIA)', 'CONTENT TYPE: PERSONAL PROFILE', 'WALLACH, JANET', 'FLIRTING WITH DANGER: THE MYSTERIOUS LIFE OF MARGUERITE HARRISON, SOCIALITE SPY (BOOK)']"
28,"In Elizabeth Acevedo’s new novel, a family grapples with life and grief after their sister, who can predict death, decides to host a wake for herself.",2023-08-01T09:00:29+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'ACEVEDO, ELIZABETH (POET)']"
29,"In his memoir, “Waiting to Be Arrested at Night,” the poet Tahir Hamut Izgil evokes the fear and danger of daily life for a Chinese ethnic minority that has been the target of a brutal crackdown.",2023-08-01T09:00:30+0000,article,NYTNow,Books,Review,"['BOOKS AND LITERATURE', 'IZGIL, TAHIR HAMUT', 'UIGHURS (CHINESE ETHNIC GROUP)', 'POETRY AND POETS', 'POLITICAL PRISONERS', 'MUSLIMS AND ISLAM', 'URUMQI (CHINA)', 'CONTENT TYPE: PERSONAL PROFILE']"
30,"In theory, there is no branch in the American constitutional system that exists above or beyond the reach of the others.",2023-08-01T09:00:32+0000,article,OpEd,Opinion,Op-Ed,"['LAW AND LEGISLATION', 'ETHICS AND OFFICIAL MISCONDUCT', 'CONFLICTS OF INTEREST', 'CONSTITUTION (US)', 'CONSERVATISM (US POLITICS)', 'UNITED STATES', 'SUPREME COURT (US)', 'WALL STREET JOURNAL', 'ALITO, SAMUEL A JR']"
31,Making a few tweaks to your fitness habits — and mind-set — as you hit middle age can set you up for long-term mobility with less pain.,2023-08-01T09:00:33+0000,article,Well,Well,News,"['EXERCISE', 'CONTENT TYPE: SERVICE', 'MUSCLES', 'LONGEVITY', 'AGE, CHRONOLOGICAL', 'HABITS AND ROUTINES (BEHAVIOR)', 'PHYSICAL THERAPY', 'INTERNAL-SUB-ONLY-EXCEPT-SEARCH']"
32,"In Kyle Dillon Hertz’s novel, “The Lookback Window,” a victim of child sexual abuse questions what healing looks like when a law gives him the chance to press charges against his assailants.",2023-08-01T09:00:33+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'HERTZ, KYLE DILLON']"
33,"In “Time’s Mouth,” a time traveler forms a cult for pregnant women in the woods of Northern California.",2023-08-01T09:00:34+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'LEPUCKI, EDAN']"
34,"Reading Claude Anet’s provocative 1920 novel “Ariane: A Russian Girl,” the reader may yearn for a little less conversation.",2023-08-01T09:00:36+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'ANET, CLAUDE', 'ARIANE: A RUSSIAN GIRL (BOOK)']"
35,"A memoir by Tahir Hamut Izgil, a Uyghur intellectual who escaped China, explores the corrosive effect of repression and surveillance on his community.",2023-08-01T09:00:38+0000,article,Culture,Books,News,"['BOOKS AND LITERATURE', 'UIGHURS (CHINESE ETHNIC GROUP)', 'POETRY AND POETS', 'CONTENT TYPE: PERSONAL PROFILE', 'SURVEILLANCE OF CITIZENS BY GOVERNMENT', 'XINJIANG (CHINA)', 'IZGIL, TAHIR HAMUT']"
36,"In a summer of deadly heat for hikers in the Southwest, rangers at Grand Canyon National Park use a pioneering approach of aggressive messaging and outreach to prevent disaster on the trails.",2023-08-01T09:00:40+0000,article,Travel,Travel,News,"['GRAND CANYON NATIONAL PARK', 'EMERGENCY MEDICAL TREATMENT', 'RESCUES', 'HEAT AND HEAT WAVES', 'HEATSTROKE', 'HIKES AND HIKING', 'TRAVEL AND VACATIONS', 'SUMMER (SEASON)', 'DEATHS (FATALITIES)', 'NATIONAL PARKS, MONUMENTS AND SEASHORES']"
37,What the resurgence of the cruise industry says about Americans’ desperate need to have fun right now.,2023-08-01T09:00:41+0000,article,OpEd,Opinion,Op-Ed,"['TRAVEL AND VACATIONS', 'CORONAVIRUS (2019-NCOV)', 'CRUISES']"
38,Why does it feel so good to cry this hard?,2023-08-01T09:00:41+0000,article,Magazine,Magazine,News,"['POP AND ROCK MUSIC', 'WRAY, NICOLE (LADY WRAY)', 'DATING AND RELATIONSHIPS', 'HOMOSEXUALITY AND BISEXUALITY', 'BLACK PEOPLE', 'BLACKS']"
39,We are holding dogs to standards they cannot possibly understand.,2023-08-01T09:01:00+0000,article,OpEd,Opinion,Op-Ed,"['UNITED STATES POLITICS AND GOVERNMENT', 'DOGS', 'BREEDING OF ANIMALS', 'CHAMP (DOG)', 'MAJOR (DOG)', 'COMMANDER (DOG)', 'ANIMAL COGNITION', 'PETS']"
40,Brando Skyhorse’s novel is the subtly dystopian story of a Mexican American woman who realizes that America has become less welcoming to people like her.,2023-08-01T09:01:03+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'SKYHORSE, BRANDO', 'MY NAME IS IRIS (BOOK)']"
41,"Driven by the climate crisis, the post-pandemic surge in visitors and a growing interest in making tourism work for local communities, European cities are finding new ways to tax visitors.",2023-08-01T09:01:05+0000,article,Business,Travel,News,"['TRAVEL AND VACATIONS', 'TAXATION', 'BARCELONA (SPAIN)', 'EUROPE', 'MANCHESTER (ENGLAND)', 'AMSTERDAM (NETHERLANDS)', 'DUBROVNIK (CROATIA)']"
42,The Oscar-nominated actor’s new memoir is at once a Hollywood air kiss and a moving tribute to a happy marriage that ended too soon.,2023-08-01T09:01:10+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'ACTORS AND ACTRESSES', 'GRANT, RICHARD E', 'WASHINGTON, JOAN (1946-2021)', 'CONTENT TYPE: PERSONAL PROFILE']"
43,Many eras coexist inside the studio of the Emmy-winning costume designer Donna Zakowska.,2023-08-01T09:01:10+0000,article,Styles,Style,News,"['ZAKOWSKA, DONNA', 'COSTUMES', 'FASHION AND APPAREL', 'TELEVISION', 'THE MARVELOUS MRS MAISEL (TV PROGRAM)', 'CONTENT TYPE: PERSONAL PROFILE']"
44,"In the essay collection “Dark Days,” Roger Reeves tries to sidestep mainstream arguments to engage deeply with the way people actually live and think.",2023-08-01T09:01:10+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'BLACK PEOPLE', 'BLACKS', 'REEVES, ROGER (1980- )', 'DARK DAYS: FUGITIVE ESSAYS (BOOK)']"
45,Fear of crime is a self-fulfilling prophecy.,2023-08-01T09:01:11+0000,article,OpEd,Opinion,Op-Ed,"['FIREARMS', 'FEAR (EMOTION)', 'CRIME AND CRIMINALS', 'POLICE', 'ROBBERIES AND THEFTS', 'POLLS AND PUBLIC OPINION', 'UNITED STATES']"
46,Shifting hormones can make hair go haywire. Experts say there are ways to manage it.,2023-08-01T09:01:16+0000,article,Well,Well,News,"['MENOPAUSE', 'HAIR', 'WOMEN AND GIRLS', 'CONTENT TYPE: SERVICE', 'VITAMIN D', 'RESEARCH']"
47,"In “Shipwrecked,” the historian Jonathan W. White tells the story of an outlaw mariner who worked for the Confederacy and against the Klan.",2023-08-01T09:01:16+0000,article,BookReview,Books,Review,"['CIVIL WAR (US) (1861-65)', 'SHIPS AND SHIPPING', 'SLAVERY (HISTORICAL)', 'PRISON ESCAPES', 'LINCOLN, ABRAHAM', 'SEWARD, WILLIAM HENRY (1801-72)', 'CONFEDERATE STATES OF AMERICA', 'HAVANA (CUBA)', 'BOOKS AND LITERATURE', 'WHITE, JONATHAN W', 'SHIPWRECKED: A TRUE CIVIL WAR STORY OF MUTINIES, JAILBREAKS, BLOCKADE-RUNNING, AND THE SLAVE TRADE (BOOK)']"
48,"The global industry is cutting some ties to China, but its exposure to forced labor remains high and companies are less transparent, a new report found.",2023-08-01T09:01:24+0000,article,Business,Business Day,News,"['SOLAR ENERGY', 'FORCED LABOR', 'HUMAN RIGHTS AND HUMAN RIGHTS VIOLATIONS', 'SUPPLY CHAIN', 'INTERNATIONAL TRADE AND WORLD MARKET', 'FACTORIES AND MANUFACTURING', 'JA SOLAR HOLDINGS COMPANY LTD', 'CHINA', 'XINJIANG (CHINA)']"
49,A new exhibition at the Franklin D. Roosevelt Presidential Library explores the president’s “mixed” record on civil rights — and the charged debate over racism in the New Deal.,2023-08-01T09:01:26+0000,article,Culture,Arts,News,"['ROOSEVELT, FRANKLIN D, PRESIDENTIAL LIBRARY AND MUSEUM', ""NEW DEAL (1930'S)"", 'BLACK PEOPLE', 'BLACKS', 'DISCRIMINATION', 'CIVIL RIGHTS AND LIBERTIES', 'MUSEUMS', 'ROOSEVELT, ELEANOR', 'ROOSEVELT, FRANKLIN DELANO']"
50,"As mass shootings multiply, relatives of the dead find support in “the worst club imaginable.” One child’s parents are on a road trip to connect them.",2023-08-01T09:01:26+0000,article,National,U.S.,News,"['MASS SHOOTINGS', 'SCHOOL SHOOTINGS AND ARMED ATTACKS', 'UVALDE, TEX, SHOOTING (MAY 24, 2022)', 'PARKLAND, FLA, SHOOTING (2018)', 'MARCH FOR OUR LIVES INC', 'UVALDE (TEX)', 'EL PASO (TEX)', 'AUDIO-NEUTRAL-INFORMATIVE']"
51,A religious public charter school would be an affront to taxpayers everywhere.,2023-08-01T09:01:26+0000,article,OpEd,Opinion,Op-Ed,"['RELIGION-STATE RELATIONS', 'PRIVATE AND SECTARIAN SCHOOLS', 'EDUCATION (K-12)', 'CHARTER SCHOOLS', 'FREEDOM OF RELIGION', 'EDUCATION', 'CONSTITUTION (US)', 'AMERICANS UNITED FOR SEPARATION OF CHURCH AND STATE', 'REPUBLICAN PARTY', 'ROMAN CATHOLIC CHURCH', 'DRUMMOND, GENTNER', 'JEFFERSON, THOMAS', 'OKLAHOMA']"
52,A federal gun law passed last year gave the Biden administration a powerful new tool to increase background checks on “private” firearms sales. Will the administration use it?,2023-08-01T09:01:26+0000,article,National,U.S.,News,"['GUN CONTROL', 'E-COMMERCE', 'REGULATION AND DEREGULATION OF INDUSTRY', 'LAW AND LEGISLATION', 'MURDERS, ATTEMPTED MURDERS AND HOMICIDES', 'BUREAU OF ALCOHOL, TOBACCO, FIREARMS AND EXPLOSIVES', 'ST LOUIS, MO, SHOOTING (2022)', 'ST LOUIS (MO)', 'UNITED STATES', 'UNITED STATES POLITICS AND GOVERNMENT']"
53,"Taking the monster truck concept to deadly new realms, cartels are modifying pickups with gun turrets, steel armoring and battering rams.",2023-08-01T09:01:26+0000,article,Foreign,World,News,"['MEXICO', 'DRUG CARTELS', 'SPORTS UTILITY VEHICLES AND LIGHT TRUCKS', 'JALISCO NEW GENERATION CARTEL', 'OSEGUERA CERVANTES, NEMESIO']"
54,"When he’s not performing in “Here Lies Love,” this Broadway star finds refuge in the Hamptons.",2023-08-01T09:01:28+0000,multimedia,Real Estate,Real Estate,Slideshow,"['REAL ESTATE AND HOUSING (RESIDENTIAL)', 'LLANA, JOSE', 'BYRNE, DAVID', 'INTERIOR DESIGN AND FURNISHINGS', 'HAMPTONS (NY)', 'CONTENT TYPE: PERSONAL PROFILE', 'THEATER (BROADWAY)', 'MARCOS, FERDINAND E', 'MARCOS, IMELDA R']"
55,"When he’s not performing in “Here Lies Love,” a musical about the Philippines’s infamous first couple, this Broadway star finds refuge outside the city.",2023-08-01T09:01:30+0000,article,RealEstate,Real Estate,News,"['LLANA, JOSE', 'REAL ESTATE AND HOUSING (RESIDENTIAL)', 'INTERIOR DESIGN AND FURNISHINGS', 'HAMPTONS (NY)', 'ACTORS AND ACTRESSES', 'THEATER', 'THEATER (BROADWAY)', 'HERE LIES LOVE (PLAY)', 'CONTENT TYPE: PERSONAL PROFILE']"
56,At least seven heat-related deaths are suspected in state and national parks during a record-breaking heat wave.,2023-08-01T09:03:24+0000,article,National,U.S.,News,"['HEATSTROKE', 'DEATHS (FATALITIES)', 'HEAT AND HEAT WAVES', 'NATIONAL PARKS, MONUMENTS AND SEASHORES', 'HIKES AND HIKING', 'NATIONAL PARK SERVICE', 'BIG BEND NATIONAL PARK (TEX)', 'DEATH VALLEY NATIONAL PARK', 'GRAND CANYON NATIONAL PARK', 'SOUTHWESTERN STATES (US)']"
57,"The choreography of finding and clearing unexploded, decades-old munitions has become routine on Germany’s northern coast.",2023-08-01T09:18:24+0000,article,Foreign,World,News,"['GERMANY', 'NATURAL GAS', 'HAZARDOUS AND TOXIC SUBSTANCES', 'RUSSIAN INVASION OF UKRAINE (2022)', 'WILHELMSHAVEN (GERMANY)', 'WORLD WAR II (1939-45)', 'BUILDING (CONSTRUCTION)', 'NORTH SEA']"
58,"Exclusively from New York Times Audio, our new app.",2023-08-01T09:45:02+0000,article,Podcasts,Podcasts,News,"['POLLS AND PUBLIC OPINION', 'BIDEN, JOSEPH R JR', 'TRUMP, DONALD J', 'MYANMAR', 'NATIONAL FOOTBALL LEAGUE', 'WATSON, DESHAUN (1995- )']"
59,How the N.R.A. became a lobbying juggernaut.,2023-08-01T10:00:05+0000,article,Podcasts,Podcasts,News,"['AUDIO-NEUTRAL-INFORMATIVE', 'LOBBYING AND LOBBYISTS', 'LAW AND LEGISLATION', 'GUN CONTROL', 'UNITED STATES POLITICS AND GOVERNMENT', 'NEWS SOURCES, CONFIDENTIAL STATUS OF', 'PRESIDENTIAL ELECTION OF 2024', 'ELECTIONS, HOUSE OF REPRESENTATIVES', 'NATIONAL RIFLE ASSN', 'DEMOCRATIC PARTY']"
60,"Exciting debuts from Naoise Dolan, Megan Nolan and Nicole Flattery suggested a new direction in Irish literature. Now, where will they take it?",2023-08-01T10:16:56+0000,article,Culture,Books,News,"['BOOKS AND LITERATURE', 'WRITING AND WRITERS', 'DOLAN, NAOISE', 'FLATTERY, NICOLE', 'NOLAN, MEGAN (1990- )']"
61,Looking more closely at the registered voters who don’t support Biden or Trump.,2023-08-01T10:42:36+0000,article,NYTNow,Briefing,briefing,"['INTERNAL-STORYLINE-NO', 'PRESIDENTIAL ELECTION OF 2024', 'TRUMP, DONALD J', 'BIDEN, JOSEPH R JR']"
62,The company’s growth decelerated as the rebound from the pandemic normalized and its freight business declined. It also swung to a profit.,2023-08-01T10:55:10+0000,article,Business,Technology,News,"['UBER TECHNOLOGIES INC', 'COMPANY REPORTS', 'LAYOFFS AND JOB REDUCTIONS', 'CAR SERVICES AND LIVERY CABS', 'COMPUTERS AND THE INTERNET']"
63,"The winners, who are sanitation co-workers in India, each make just a few dollars a day. The jackpot will help them pay off crippling debts.",2023-08-01T10:58:07+0000,article,Express,World,News,"['LOTTERIES', 'CASTE SYSTEMS', 'KERALA (INDIA)', 'WOMEN AND GIRLS', 'INDIA']"
64,"Nikki Haley, the former South Carolina governor and United Nations ambassador, has been struggling to gain traction in a crowded Republican field dominated by Donald Trump.",2023-08-01T11:15:09+0000,article,Politics,U.S.,News,"['HALEY, NIKKI R', 'REPUBLICAN PARTY', 'PRESIDENTIAL ELECTION OF 2024', 'POLITICAL ADVERTISING', 'PRIMARIES AND CAUCUSES', 'POLITICAL ACTION COMMITTEES', 'IOWA', 'NEW HAMPSHIRE']"
65,"The York fire, in the southeastern part of the state, has consumed more than 77,000 acres of the Mojave National Preserve and crossed into Nevada, officials said.",2023-08-01T11:26:39+0000,article,Express,U.S.,News,"['WILDFIRES', 'DESERTS', 'CALIFORNIA', 'MOJAVE NATIONAL PRESERVE', 'NEVADA', 'SAN BERNARDINO COUNTY (CALIF)']"
66,Tensions were rising in the West African nation over demands by African and Western countries to reinstate a president ousted in a military takeover.,2023-08-01T11:37:04+0000,article,Foreign,World,News,"['POLITICS AND GOVERNMENT', 'INTERNATIONAL RELATIONS', ""COUPS D'ETAT AND ATTEMPTED COUPS D'ETAT"", 'DEFENSE AND MILITARY FORCES', 'ECONOMIC COMMUNITY OF WEST AFRICAN STATES (ECOWAS)', 'BAZOUM, MOHAMED (1960- )', 'NIGER']"
67,"Reed Jobs, 31, is starting an investment firm to focus on new cancer treatments, continuing a yearslong focus on a disease that hits close to home.",2023-08-01T11:58:36+0000,article,Business,Business Day,News,"['JOBS, REED', 'VENTURE CAPITAL', 'CANCER', 'EMERSON COLLECTIVE', 'JOBS, STEVEN P', 'JOBS, LAURENE POWELL', 'INTERNAL-STORYLINE-NO']"
68,The nation’s most populous state is a vast and complex place. Fiction and nonfiction suggested by readers can help make sense of it.,2023-08-01T13:00:13+0000,article,National,U.S.,briefing,['CALIFORNIA']
69,"Their buildings have expanded and expenses have surged, even as attendance slowed. Art lovers will bear the cost: The Guggenheim is the latest to increase its price of admission to $30 — the new normal.",2023-08-01T13:00:14+0000,article,Culture,Arts,News,"['MUSEUMS', 'FINANCES', 'PRICES (FARES, FEES AND RATES)', 'ART', 'GUGGENHEIM, SOLOMON R, MUSEUM', 'METROPOLITAN MUSEUM OF ART', 'UNITED STATES']"
70,"An adaptation of Michael Haneke’s 2012 movie at the Salzburg Festival eschews cinematic realism, instead taking a highly stylized approach.",2023-08-01T13:03:38+0000,article,Culture,Theater,Review,"['THEATER', 'MOVIES', 'ACTORS AND ACTRESSES', 'MUNCHNER KAMMERSPIELE', 'SALZBURG FESTIVAL', 'HANEKE, MICHAEL', 'HENKEL, KARIN']"
