,abstract,pub_date,document_type,news_desk,section_name,type_of_material,keywords
17,"Earlier this month, the naval aircraft overshot a runway and landed in Kaneohe Bay, Hawaii. Divers stabilized the plane to prevent it from lodging deeper into the reef.",2023-12-01T03:33:23+0000,multimedia,,U.S.,Video,"['HAWAII', 'REEFS', 'CORAL', 'MILITARY AIRCRAFT', 'UNITED STATES NAVY']"
18,Met officials were forced to bring down the curtain halfway through the opera as protesters unfurled banners that read “No Opera On A Dead Planet.” The performance later resumed.,2023-12-01T04:09:12+0000,article,Express,Arts,News,"['OPERA', 'METROPOLITAN OPERA', 'TANNHAUSER (OPERA)', 'WAGNER, RICHARD', 'GELB, PETER', 'NEW YORK CITY', 'DEMONSTRATIONS, PROTESTS AND RIOTS', 'GLOBAL WARMING', 'EXTINCTION REBELLION']"
19,"Ron DeSantis showed a feistier side, using a friendly moderator to go on offense. Gavin Newsom defended California and President Biden, and jabbed right back.",2023-12-01T04:47:06+0000,article,Politics,U.S.,News,"['DESANTIS, RON', 'NEWSOM, GAVIN', 'HANNITY, SEAN', 'DEBATES (POLITICAL)', 'FOX NEWS CHANNEL', 'PRESIDENTIAL ELECTION OF 2024', 'CONSERVATISM (US POLITICS)', 'NEWS AND NEWS MEDIA', 'PRIMARIES AND CAUCUSES', 'REPUBLICAN PARTY', 'DEMOCRATIC PARTY', 'TRUMP, DONALD J']"
20,"Shortly after meeting online, Julia Elbaba traveled from New York to Virginia to see Matthew Nevulis. When the Covid lockdown began, seven days extended into three months of living together.",2023-12-01T05:00:18+0000,article,Styles,Style,News,['WEDDINGS AND ENGAGEMENTS']
21,Joan Weidner and Chris Meyer met last year on a Princeton alumni hiking trip — their first vacation since their spouses had died.,2023-12-01T05:00:18+0000,article,Styles,Style,News,['WEDDINGS AND ENGAGEMENTS']
22,"Rahul Chatterjee had a special surprise for Christie Houlihan on their first date in June 2022, one that left her in tears.",2023-12-01T05:00:18+0000,article,Styles,Style,News,['WEDDINGS AND ENGAGEMENTS']
23,"If that’s how our friends saw us, I couldn’t bear it.",2023-12-01T05:00:19+0000,article,Styles,Style,News,"['LOVE (EMOTION)', 'DATING AND RELATIONSHIPS', 'OBESITY']"
24,"Quotation of the Day for Friday, December 1, 2023.",2023-12-01T05:00:24+0000,article,Summary,Corrections,Quote,[]
25,"Corrections that appeared in print on Friday, Dec. 1, 2023.",2023-12-01T05:00:25+0000,article,Corrections,Corrections,Correction,[]
26,"Verity Elks and Benjamin Riches found that while they looked alike, they had opposite, and complementary, personalities. (For starters, one is a big Britney Spears fan.)",2023-12-01T05:00:34+0000,article,Styles,Style,News,['WEDDINGS AND ENGAGEMENTS']
27,"According to a new study, living cells outnumber stars in the universe, highlighting the deep, underrated link between geophysics and biology.",2023-12-01T05:02:07+0000,article,Science,Science,News,"['EARTH', 'SPACE AND ASTRONOMY', 'BIOLOGY AND BIOCHEMISTRY', 'BACTERIA', 'CARBON DIOXIDE', 'VOLCANOES', 'PHOTOSYNTHESIS', 'EXTRATERRESTRIAL LIFE', 'CURRENT BIOLOGY (JOURNAL)', 'RESEARCH', 'YOUR-FEED-SCIENCE']"
28,"A weeklong cease-fire in the Gaza Strip collapsed on Friday morning, with both Israel and Hamas blaming the other for the breakdown of the fragile truce that had allowed for the exchange of scores of hostages and prisoners, and had briefly raised hopes for a more lasting halt to the fighting.",2023-12-01T05:35:25+0000,article,Foreign,World,News,['VIS-VIDEO']
29,A leaked document revealing details of Hamas’s Oct. 7 plot.,2023-12-01T05:50:12+0000,article,NYTNow,Briefing,briefing,[]
30,"An online reseller has skirted the country’s restrictions on ticket sales, allowing Swifties elsewhere to buy admission to the star’s Eras Tour.",2023-12-01T06:03:41+0000,article,Foreign,World,News,"['BOX OFFICE SALES', 'POP AND ROCK MUSIC', 'SWIFT, TAYLOR']"
31,Want to see new art in New York this weekend? Check out a trove of South African art on the Upper East Side and Ed Atkins’s avatars in Chelsea. And don’t miss Kayode Ojo’s sleek sculptures in TriBeCa.,2023-12-01T06:21:08+0000,article,Culture,Arts,News,"['ART', 'PHOTOGRAPHY', 'SCULPTURE', 'ALMINE RECH GALLERY (MANHATTAN, NY)', 'BORTOLAMI LLC', 'GAGOSIAN GALLERY', 'KOENIG, LEO, INC', 'SWISS INSTITUTE', 'ABREU, MIGUEL, GALLERY', 'COOPER, PAULA, GALLERY']"
32,This word has appeared in 11 articles on NYTimes.com in the past year. Can you use it in a sentence?,2023-12-01T07:00:02+0000,article,Learning,The Learning Network,News,[]
33,In case you need some puzzle help.,2023-12-01T08:00:09+0000,article,Games,Crosswords & Games,News,"['CROSSWORD PUZZLES', 'CONNECTIONS (GAME)']"
34,Feeling stuck on today’s puzzle? We can help.,2023-12-01T08:00:09+0000,article,Games,Crosswords & Games,News,['SPELLING BEE (GAME)']
35,"The nation’s first congestion pricing program is taking final shape in New York. Supporters say it will benefit the city, but foes fear its impact on drivers.",2023-12-01T08:00:10+0000,article,Metro,New York,News,"['NEW YORK CITY', 'MIDTOWN AREA (MANHATTAN, NY)', 'CONGESTION PRICING', 'TRANSIT SYSTEMS', 'COMMUTING', 'TAXICABS AND TAXICAB DRIVERS', 'CAR SERVICES AND LIVERY CABS', 'METROPOLITAN TRANSPORTATION AUTHORITY']"
36,In case you need some puzzle help.,2023-12-01T08:00:10+0000,article,Games,Crosswords & Games,News,['WORDLE (PUZZLE)']
37,"The police musicians famously recognized in the Pogues song “Fairytale of New York” never sought the limelight, and for good reason.",2023-12-01T08:00:11+0000,article,Metro,New York,News,"['POGUES, THE (MUSIC GROUP)', 'MACGOWAN, SHANE', 'POP AND ROCK MUSIC', 'FAIRYTALE OF NEW YORK (SONG)', 'VIDEO RECORDINGS, DOWNLOADS AND STREAMING', 'POLICE DEPARTMENT (NYC)', 'EMERALD SOCIETY', 'IRISH-AMERICANS', 'NINETEEN HUNDRED EIGHTIES', 'NEW YORK CITY', 'AUDIO-NEUTRAL-INFORMATIVE']"
38,"Tell us a story, real or made up, that is inspired by this image.",2023-12-01T08:00:17+0000,article,Learning,The Learning Network,News,[]
39,"“The hope of the world rests on the decisions you must take,” the British monarch told world leaders at the U.N. climate summit in Dubai.",2023-12-01T09:12:21+0000,article,Foreign,Climate,News,"['CHARLES III, KING OF THE UNITED KINGDOM', 'UNITED NATIONS FRAMEWORK CONVENTION ON CLIMATE CHANGE', 'GLOBAL WARMING']"
40,"Perdita Weeks reads the audiobook version of Megan Barnard’s debut novel, reimagining the Israeli queen as a source of mythic, feminist anger.",2023-12-01T10:00:15+0000,article,BookReview,Books,Review,"['AUDIOBOOKS', 'JEZEBEL (BOOK)', 'BARNARD, MEGAN', 'WEEKS, PERDITA']"
41,Make one or make them all.,2023-12-01T10:00:17+0000,article,Dining,Food,News,"['CHRISTMAS', 'HANUKKAH', 'HOLIDAYS AND SPECIAL OCCASIONS', 'GINGERBREAD', 'COOKING AND COOKBOOKS', 'CONTENT TYPE: SERVICE', 'COOKIES', 'VIS-PHOTO', 'INTERNAL-OPEN-ACCESS']"
42,"Inspired by an Instagram account dedicated to AIDS, the singer mounts a moving and trenchant piece of political theater for her Celebration tour.",2023-12-01T10:00:18+0000,article,Styles,Style,News,"['MADONNA', 'SOCIAL MEDIA', 'POP AND ROCK MUSIC', 'ACQUIRED IMMUNE DEFICIENCY SYNDROME', 'FUNERALS AND MEMORIALS']"
43,Need a little diversion? Our crime columnist has plenty of books to recommend.,2023-12-01T10:00:20+0000,article,BookReview,Books,News,"['BURNS, VALERIE (AUTHOR)', 'KAYODE, FEMI', 'HIGASHINO, KEIGO', 'PROSE, NITA', 'SPOTSWOOD, STEPHEN', 'GENRE-BOOKS-MYSTERY', 'BOOKS AND LITERATURE']"
44,"Sam Wasson’s supremely entertaining new book, “The Path to Paradise,” tracks the ups and downs, ins and outs, of a remarkable career.",2023-12-01T10:00:47+0000,article,NYTI,Books,Review,"['BOOKS AND LITERATURE', 'MOVIES', 'CONTENT TYPE: PERSONAL PROFILE', 'THE PATH TO PARADISE: A FRANCIS FORD COPPOLA STORY (BOOK)', 'WASSON, SAM', 'COPPOLA, FRANCIS FORD', 'APOCALYPSE NOW (MOVIE)']"
45,Our romance columnist recommends four new books.,2023-12-01T10:00:49+0000,article,BookReview,Books,News,"['BOOKS AND LITERATURE', 'GENRE-BOOKS-ROMANCE', 'MILAN, COURTNEY']"
46,"“We are feeling everything happening every day,” Abdullah Hammoud, the mayor of Dearborn, Mich., says of the Israel-Hamas war.",2023-12-01T10:00:49+0000,article,National,U.S.,News,"['DEARBORN (MICH)', 'PALESTINIAN-AMERICANS', 'ARAB-AMERICANS', 'MUSLIM AMERICANS', 'DISCRIMINATION', 'HAMMOUD, ABDULLAH', 'ISRAEL-GAZA WAR (2023- )', 'ISRAEL', 'GAZA STRIP', 'PALESTINIANS', 'HAMAS']"
47,"A secret, a disappearance, a frozen body and a mysterious stranger — these historical novels have something for everyone.",2023-12-01T10:00:50+0000,article,BookReview,Books,Review,"['LAWHON, ARIEL', 'BOOKS AND LITERATURE', 'GENRE-BOOKS-HISTORICAL-FICTION', 'TWO THOUSAND TWENTY THREE']"
48,Why does the act of stepping away from a creative vocation still have the power to shock?,2023-12-01T10:00:50+0000,article,TStyle,T Magazine,News,"['ART', 'PARENTING', 'BOOKS AND LITERATURE', 'WOMEN AND GIRLS', 'WRITING AND WRITERS', 'PREGNANCY AND CHILDBIRTH', 'SMITH, PATTI']"
49,The panic over transgender children is driven by the fear that they’ll regret transitioning. But freedom to make mistakes is core to being human.,2023-12-01T10:00:58+0000,article,OpEd,Opinion,Op-Ed,"['TEENAGERS AND ADOLESCENCE', 'CHILDREN AND CHILDHOOD', 'GENDER', 'TRANSGENDER', 'HOMOSEXUALITY AND BISEXUALITY', 'RACE AND ETHNICITY', 'PLASTIC SURGERY', 'DISCRIMINATION']"
50,"With nostalgia comes Bundts, Black Forests and elaborate gelatinous confections. Would you like a blowtorch with that?",2023-12-01T10:01:02+0000,article,TStyle,T Magazine,News,"['DESSERTS', 'CAKES', 'RESTAURANTS', 'COOKING AND COOKBOOKS', 'NINETEEN HUNDRED SEVENTIES', 'CLAUD (MANHATTAN, NY, RESTAURANT)', 'GAGE & TOLLNER (BROOKLYN, NY, RESTAURANT)', 'LE B (MANHATTAN, NY, RESTAURANT)', 'LE ROCK (MANHATTAN, NY, RESTAURANT)']"
51,Our columnist recommends six new thrillers.,2023-12-01T10:01:20+0000,article,BookReview,Books,News,"['BOOKS AND LITERATURE', 'HANNAH, SOPHIE (1971- )', 'SWANSON, PETER (1968- )', 'GENRE-BOOKS-THRILLER', 'DUMAS, LUKE (AUTHOR)']"
52,From a 200th-anniversary edition of Clement C. Moore’s Christmas Eve tale to lightheartedly loopy poems for every day of the year.,2023-12-01T10:01:21+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'CHILDREN AND CHILDHOOD', 'GENRE-BOOKS-CHILDRENS', 'GIFTS', 'MOORE, CLEMENT CLARKE', 'CROFT, JENNIFER', 'CHIN, JASON (ILLUSTRATOR)', 'DE FOMBELLE, TIMOTHEE', 'RIDDELL, CHRIS (1962- )', 'HUNT, MATT (ILLUSTRATOR)']"
53,"The director reflects on why he left in the first place, how he was able to work with Tom Cruise and what’s next for action films.",2023-12-01T10:02:05+0000,article,Arts&Leisure,Movies,News,"['MOVIES', 'WOO, JOHN', 'CONTENT TYPE: PERSONAL PROFILE', 'SILENT NIGHT (MOVIE)', 'CAGE, NICOLAS', 'CRUISE, TOM', 'CHOW YUN-FAT', 'FACE/OFF (MOVIE)', 'HARD TARGET (MOVIE)']"
54,Millions of visitors flock to about 200 balloon festivals across the U.S. each year. Volunteering on balloon crews lets some of those fans pursue the inflatable dream.,2023-12-01T10:02:05+0000,article,Travel,Travel,News,"['BALLOONS (AERONAUTICS)', 'FESTIVALS', 'TRAVEL AND VACATIONS', 'VOLUNTEERS AND COMMUNITY SERVICE', 'ALBUQUERQUE (NM)']"
55,The giant illuminated decoration at 57th Street has been refreshed and modernized for holiday celebrations.,2023-12-01T10:02:11+0000,article,Metro,New York,briefing,"['NEW YORK CITY', 'INTERNAL-STORYLINE-NO', 'SNOW AND SNOWSTORMS', 'LIGHT-EMITTING DIODES', 'FIFTH AVENUE (MANHATTAN, NY)']"
56,"The award-winning rapper paid $8.6 million for a duplex at Pierhouse at Brooklyn Bridge Park, adding to his bicoastal portfolio of real estate.",2023-12-01T10:02:34+0000,article,RealEstate,Real Estate,News,"['REAL ESTATE AND HOUSING (RESIDENTIAL)', 'HIGH NET WORTH INDIVIDUALS', 'LAMAR, KENDRICK', 'BROOKLYN (NYC)', 'BROOKLYN BRIDGE PARK (BROOKLYN, NY)', 'BROOKLYN HEIGHTS (BROOKLYN, NY)', 'NEW YORK CITY', 'ARCHITECTURE']"
57,"It was a terrific year for film, whether art house or mainstream, even if the main subject the movies wrestled with was deeply pessimistic.",2023-12-01T10:02:35+0000,article,Arts&Leisure,Movies,News,"['MOVIES', 'TWO THOUSAND TWENTY THREE', 'DOCUMENTARY FILMS AND PROGRAMS', 'ALL DIRT ROADS TASTE OF SALT (MOVIE)', 'ASTEROID CITY (MOVIE)', 'BARBIE (MOVIE)', 'EARTH MAMA (MOVIE)', 'FALLEN LEAVES (MOVIE)', 'FERRARI (MOVIE)', 'KILLERS OF THE FLOWER MOON (MOVIE)', 'MAY DECEMBER (MOVIE)', 'NAPOLEON (2023) (MOVIE)', 'OCCUPIED CITY (MOVIE)', 'OPPENHEIMER (MOVIE)', 'ORLANDO: MY POLITICAL BIOGRAPHY (MOVIE)', 'PAST LIVES (MOVIE)', 'SHOWING UP (MOVIE)', 'YOUTH (SPRING) (MOVIE)']"
58,One Massachusetts couple decided to use the most cutting-edge green technologies in their new beach house. It was more challenging than they expected.,2023-12-01T10:02:44+0000,multimedia,Real Estate,Real Estate,Slideshow,"['REAL ESTATE AND HOUSING (RESIDENTIAL)', 'ARCHITECTURE', 'SUSTAINABLE LIVING', 'CAPE COD (MASS)']"
59,One Massachusetts couple decided to use the most cutting-edge green technologies in their new beach house. It was more challenging than they expected.,2023-12-01T10:02:47+0000,article,RealEstate,Real Estate,News,"['REAL ESTATE AND HOUSING (RESIDENTIAL)', 'INTERIOR DESIGN AND FURNISHINGS', 'RESTORATION AND RENOVATION', 'HOME REPAIRS AND IMPROVEMENTS', 'SUSTAINABLE LIVING', 'CAPE COD (MASS)', 'GREENHOUSE GAS EMISSIONS']"
60,"In Russia, the pain and loss of the war in Ukraine are felt most profoundly in small villages, where a soldier’s burial produces not just grief but a yearning to find meaning in his death.",2023-12-01T10:02:48+0000,article,Foreign,World,News,"['RUSSIAN INVASION OF UKRAINE (2022)', 'RUSSIA', 'FUNERALS AND MEMORIALS', 'UKRAINE', 'VIS-PHOTO']"
61,"Black Friday weekend had a decent turnout for retailers, but it’s unclear if the rest of the season will deliver for the industry.",2023-12-01T10:02:52+0000,article,Business,Business Day,News,"['SHOPPING AND RETAIL', 'BLACK FRIDAY AND CYBER MONDAY (SHOPPING)', 'CHRISTMAS', 'HOLIDAYS AND SPECIAL OCCASIONS', 'PRICES (FARES, FEES AND RATES)', 'INFLATION (ECONOMICS)', 'COMPANY REPORTS', 'CONSUMER BEHAVIOR', 'UNITED STATES']"
62,"“Prophet Song,” a novel by Paul Lynch, is set in Dublin during a political crisis.",2023-12-01T10:02:57+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'LYNCH, PAUL (1977- )']"
63,"What they modeled was the boastful, belligerent manner in which most political disagreements are hashed out these days.",2023-12-01T10:02:58+0000,article,OpEd,Opinion,Op-Ed,"['PRESIDENTIAL ELECTION OF 2024', 'DEBATES (POLITICAL)', 'DESANTIS, RON', 'NEWSOM, GAVIN', 'HANNITY, SEAN', 'FLORIDA', 'CALIFORNIA', 'TRUMP, DONALD J', 'HALEY, NIKKI R']"
64,“Democracy is not what partisans want. It’s what they settle for.”,2023-12-01T10:03:00+0000,article,OpEd,Opinion,Op-Ed,"['AUDIO-NEUTRAL-INFORMATIVE', 'POLITICS AND GOVERNMENT', 'DEMOCRACY (THEORY AND PHILOSOPHY)', 'RIGHT-WING EXTREMISM AND ALT-RIGHT', 'PRESIDENTIAL ELECTION OF 2024', 'PRESIDENTIAL ELECTION OF 2020', 'TRUMP, DONALD J', 'ORBAN, VIKTOR', 'MELONI, GIORGIA (1977- )', 'MILEI, JAVIER', 'LE PEN, MARINE', 'WILDERS, GEERT']"
65,"Rich individuals, companies and countries must ensure green technologies are affordable for everyone, everywhere.",2023-12-01T10:03:08+0000,article,OpEd,Opinion,Op-Ed,"['GLOBAL WARMING', 'CORPORATE SOCIAL RESPONSIBILITY', 'HIGH NET WORTH INDIVIDUALS', 'INFLATION REDUCTION ACT OF 2022', 'POVERTY', 'ELECTRIC AND HYBRID VEHICLES', 'UNITED NATIONS FRAMEWORK CONVENTION ON CLIMATE CHANGE', 'LAW AND LEGISLATION', 'FUEL EMISSIONS (TRANSPORTATION)', 'AIRLINES AND AIRPLANES', 'HEAT AND HEAT WAVES', 'UNITED STATES']"
66,"Jerome H. Powell, the central bank’s chair, has been interrupted recently by a climate group that thinks disruption will win the day.",2023-12-01T10:03:09+0000,article,Business,Business Day,News,"['FEDERAL RESERVE SYSTEM', 'POWELL, JEROME H', 'GLOBAL WARMING', 'DEMONSTRATIONS, PROTESTS AND RIOTS', 'CLIMATE DEFIANCE (NONPROFIT)', 'BANKING AND FINANCIAL INSTITUTIONS', 'REGULATION AND DEREGULATION OF INDUSTRY', 'UNITED STATES POLITICS AND GOVERNMENT']"
67,Here's how the event designer Jung Lee makes a gorgeous holiday wreath for next to nothing.,2023-12-01T10:03:10+0000,multimedia,Real Estate,Real Estate,Interactive Feature,"['CONTENT TYPE: SERVICE', 'INTERIOR DESIGN AND FURNISHINGS', 'HOLIDAYS AND SPECIAL OCCASIONS', 'DESIGN', 'REAL ESTATE AND HOUSING (RESIDENTIAL)']"
68,The company in recent weeks organized several in-person meetings between its top executive and Jewish groups and business leaders.,2023-12-01T10:03:11+0000,article,Business,Business Day,News,"['TIKTOK (BYTEDANCE)', 'SOCIAL MEDIA', 'ANTI-SEMITISM', 'COMPUTERS AND THE INTERNET', 'ISRAEL-GAZA WAR (2023- )']"
69,What do you do to practice mindfulness or wellness? Do you ever go on silent walks?,2023-12-01T10:03:11+0000,article,Learning,The Learning Network,News,[]
70,Forcing bulbs is easy: Here's how architect Elizabeth Roberts does it.,2023-12-01T10:03:11+0000,multimedia,Real Estate,Real Estate,Interactive Feature,"['CONTENT TYPE: SERVICE', 'INTERIOR DESIGN AND FURNISHINGS', 'CHRISTMAS', 'GARDENS AND GARDENING', 'ROBERTS, ELIZABETH A (1968- )', 'REAL ESTATE AND HOUSING (RESIDENTIAL)']"
71,"To add some holiday magic to your mantel, try creating a miniature winter scene.",2023-12-01T10:03:23+0000,multimedia,Real Estate,Real Estate,Interactive Feature,"['INTERIOR DESIGN AND FURNISHINGS', 'CONTENT TYPE: SERVICE', 'HOLIDAYS AND SPECIAL OCCASIONS', 'PENNOYER, PETER', 'RIDDER, KATIE', 'REAL ESTATE AND HOUSING (RESIDENTIAL)']"
72,"The tech journalists Kevin Roose and Casey Newton discuss developments in A.I., a year after the launch of ChatGPT.",2023-12-01T10:03:25+0000,article,OpEd,Opinion,Op-Ed,"['AUDIO-NEUTRAL-INFORMATIVE', 'ARTIFICIAL INTELLIGENCE', 'CHATGPT', 'OPENAI LABS', 'ALTMAN, SAMUEL H']"
73,"Selected paperbacks from the Book Review, including titles by Evette Dionne, Erica Jong, Chetna Maroo and more. ",2023-12-01T10:03:27+0000,multimedia,Books,Books,Interactive Feature,"['BOOKS AND LITERATURE', 'ROWING', 'SQUASH (SPORT)', 'SHOPPING CENTERS AND MALLS', 'DETROIT (MICH)', ""WOMEN'S RIGHTS""]"
74,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,2023-12-01T10:03:31+0000,multimedia,Briefing,Briefing,Interactive Feature,['CONTENT TYPE: QUIZ']
