,abstract,pub_date,document_type,news_desk,section_name,type_of_material,keywords
10,"San Diego State was poised for a top seed in the 2020 N.C.A.A. tournament before the pandemic led to its cancellation. This year’s team, with three key holdovers, has made a run to the Final Four.",2023-04-01T04:01:08+0000,article,Sports,Sports,News,"['NCAA BASKETBALL CHAMPIONSHIPS (MEN)', 'BASKETBALL (COLLEGE)', 'SAN DIEGO STATE UNIVERSITY', 'DUTCHER, BRIAN (1959- )', 'FISHER, STEVE (1945- )', 'COACHES AND MANAGERS']"
11,Our columnist reviews the day’s puzzle. Warning: contains spoilers!,2023-04-01T07:00:03+0000,article,Games,Crosswords & Games,News,"['CROSSWORD PUZZLES', 'WORDLE (PUZZLE)']"
12,Feeling stuck on today’s puzzle? We can help.,2023-04-01T07:00:05+0000,article,Games,Crosswords & Games,News,['SPELLING BEE (GAME)']
13,"Many of Donald Trump’s potential opponents snapped into line behind him, showing just how hard it may be to persuade Republican voters to choose an alternative.",2023-04-01T07:00:07+0000,article,Politics,U.S.,News,"['TRUMP, DONALD J', 'PRESIDENTIAL ELECTION OF 2024', 'REPUBLICAN PARTY', 'PRIMARIES AND CAUCUSES', 'DESANTIS, RON', 'HALEY, NIKKI R', 'HUTCHINSON, ASA', 'PENCE, MIKE', 'UNITED STATES POLITICS AND GOVERNMENT']"
14,"Waheed Arian fled the war in Afghanistan when he was a teenager. Now an emergency room doctor in Britain, he has made it his mission to bring hope and healing to others.",2023-04-01T07:00:11+0000,article,Foreign,World,News,"['CONTENT TYPE: PERSONAL PROFILE', 'DOCTORS', 'ASYLUM, RIGHT OF', 'AFGHANISTAN', 'GREAT BRITAIN', 'ARIAN, WAHEED', 'AFGHANISTAN WAR (2001- )']"
15,"Despite qualms in Washington, Saudi officials have pressed the United States to help them develop nuclear power. But they are also exploring other options, including China.",2023-04-01T07:00:13+0000,article,Washington,U.S.,News,"['INTERNATIONAL RELATIONS', 'NUCLEAR WEAPONS', 'UNITED STATES INTERNATIONAL RELATIONS', 'NUCLEAR ENERGY', 'URANIUM', 'ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'DEFENSE AND MILITARY FORCES', 'INTERNATIONAL ATOMIC ENERGY AGENCY', 'ABDULAZIZ BIN SALMAN, PRINCE OF SAUDI ARABIA', 'MOHAMMED BIN SALMAN (1985- )', 'BIDEN, JOSEPH R JR', 'SAUDI ARABIA', 'CHINA']"
16,The 86-year-old pontiff spent three days undergoing treatment for bronchitis at a hospital in Rome.,2023-04-01T08:54:19+0000,article,Foreign,World,News,"['HOSPITALS', 'POPES', 'EASTER AND HOLY WEEK', 'GEMELLI', 'ROMAN CATHOLIC CHURCH', 'FRANCIS', 'ROME (ITALY)', 'VATICAN CITY']"
17,"George Black’s new book, “The Long Reckoning,” describes the environmental devastation of the Vietnam War.",2023-04-01T09:00:09+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'VIETNAM WAR', 'AGENT ORANGE (DEFOLIANT)', 'THE LONG RECKONING: A STORY OF WAR, PEACE, AND REDEMPTION IN VIETNAM (BOOK)', 'BLACK, GEORGE (AUTHOR)']"
18,Financial advisers recommend that business owners examine their accounts now to ensure they are protected in case of a future bank failure.,2023-04-01T09:00:12+0000,article,Business,Business Day,News,"['SMALL BUSINESS', 'BANKING AND FINANCIAL INSTITUTIONS', 'FEDERAL DEPOSIT INSURANCE CORP', 'REGULATION AND DEREGULATION OF INDUSTRY', 'CONTENT TYPE: SERVICE', 'SILICON VALLEY BANK']"
19,"On set with the hit mystery series, which, amid all the gore, presents one of the most sensitive portraits of women on TV.",2023-04-01T09:00:12+0000,article,Magazine,Magazine,News,"['WOMEN AND GIRLS', 'TELEVISION', 'TEENAGERS AND ADOLESCENCE', 'YELLOWJACKETS (TV PROGRAM)']"
20,"A ‘super bloom’ may be in the eye of the beholder, but the winter’s rain and snow promises a bumper crop of spring blooms in Southern California and Arizona.",2023-04-01T09:00:13+0000,article,Travel,Travel,News,"['FLOWERS AND PLANTS', 'PARKS AND OTHER RECREATION AREAS', 'NATIONAL PARKS, MONUMENTS AND SEASHORES', 'DESERTS', 'TRAVEL AND VACATIONS', 'SPRING (SEASON)', 'ANZA-BORREGO DESERT STATE PARK (CALIF)', 'CHANNEL ISLANDS NATIONAL PARK (CALIF)', 'CHINO HILLS (CALIF)', 'MALIBU (CALIF)', 'SAN DIEGO (CALIF)', 'VENTURA (CALIF)', 'SANTA MONICA MOUNTAINS NATIONAL RECREATION AREA (CALIF)', 'TUCSON (ARIZ)', 'PHOENIX (ARIZ)']"
21,"As Annie Cohen-Solal shows in “Picasso the Foreigner,” the Spanish master was always under suspicion in France, simply for being not-French.",2023-04-01T09:00:17+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'COHEN-SOLAL, ANNIE', 'PICASSO, PABLO', 'ART', 'PARIS (FRANCE)', 'CONTENT TYPE: PERSONAL PROFILE']"
22,Here’s what to expect during the coming month in space and astronomy.,2023-04-01T09:00:20+0000,article,Science,Science,News,"['SPACE AND ASTRONOMY', 'NATIONAL AERONAUTICS AND SPACE ADMINISTRATION', 'ARTEMIS PROGRAM', 'EUROPEAN SPACE AGENCY', 'CALLISTO (JOVIAN MOON)', 'JUPITER (PLANET)', 'ROCKET SCIENCE AND PROPULSION', 'EUROPA (MOON OF JUPITER)', 'GANYMEDE (JUPITER MOON)', 'ISPACE INC', 'MOON', 'PRIVATE SPACEFLIGHT', 'METEORS AND METEORITES', 'ECLIPSES', 'CONTENT TYPE: SERVICE']"
23,Street Lab is bringing pop-up reading rooms and playgrounds to New York City’s open streets and plazas.,2023-04-01T09:00:24+0000,article,Metropolitan,New York,News,"['NEW YORK CITY', 'CHILDREN AND CHILDHOOD', 'PLAYGROUNDS', 'PEDESTRIAN MALLS', 'LIBRARIES AND LIBRARIANS', 'PHILANTHROPY', 'STREET LAB (NONPROFIT)', 'DEPARTMENT OF SMALL BUSINESS SERVICES (NYC)']"
24,"The far-right security minister, Itamar Ben-Gvir, wants to create a national guard that he would control, saying it is needed to guarantee Israel’s security.",2023-04-01T09:00:25+0000,article,Foreign,World,News,"['ISRAEL', 'BEN-GVIR, ITAMAR', 'DEFENSE AND MILITARY FORCES', 'POLITICS AND GOVERNMENT', 'NETANYAHU, BENJAMIN', 'JEWISH POWER PARTY (OTZMA YEHUDIT)', 'RIGHT-WING EXTREMISM AND ALT-RIGHT', 'PALESTINIANS', 'ARABS']"
25,"A Netflix series dramatizes the efforts of Varian Fry, an American who helped save some 2,000 people from the Nazis without his government’s support.",2023-04-01T09:00:26+0000,article,Culture,Arts,News,"['TELEVISION', 'TRANSATLANTIC (TV PROGRAM)', 'WORLD WAR II (1939-45)', 'HOLOCAUST AND THE NAZI ERA', 'RESCUES', 'FRY, VARIAN', 'GOLD, MARY JAYNE', 'HIRSCHMAN, ALBERT O', 'JACOBS, GILLIAN', 'SMITH, CORY MICHAEL', 'STOLL, COREY', 'WINGER, ANNA']"
26,American politics has a long history of candidates who were indicted or convicted of crimes but sought office again.,2023-04-01T09:00:26+0000,article,National,U.S.,News,"['UNITED STATES POLITICS AND GOVERNMENT', 'CORRUPTION (INSTITUTIONAL)', 'BARRY, MARION S JR', 'BLAGOJEVICH, ROD R', 'DEBS, EUGENE VICTOR', 'EDWARDS, EDWIN W', 'GANIM, JOSEPH P', 'PERRY, RICK', 'TRUMP, DONALD J', 'LOUISIANA']"
27,"With an eye on a possible conflict over Taiwan, analysts have scrutinized the war for insights ranging from the importance of supply lines to the power of nuclear threats.",2023-04-01T09:00:28+0000,article,Foreign,World,News,"['CHINA', 'TAIWAN', 'DEFENSE AND MILITARY FORCES', 'RUSSIAN INVASION OF UKRAINE (2022)', 'RUSSIA', 'UKRAINE', 'UNITED STATES INTERNATIONAL RELATIONS', 'ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'NORTH ATLANTIC TREATY ORGANIZATION', 'STARLINK SATELLITE CONSTELLATION (SPACEX)', ""PEOPLE'S LIBERATION ARMY (CHINA)"", 'XI JINPING', 'PUTIN, VLADIMIR V']"
28,"They came. They drank. They staged plays and argued about Shakespeare. For dozens of up-and-coming writers, actors and artists, it was nice while it lasted.",2023-04-01T09:00:32+0000,article,Styles,Style,News,"['CONTENT TYPE: PERSONAL PROFILE', 'WRITING AND WRITERS', 'PARTIES (SOCIAL)', 'ROSSET, BECKETT', 'ROSSET, BARNEY', 'WEST VILLAGE (MANHATTAN, NY)', 'NEW YORK CITY']"
29,"The Nordic nation has been ranked the happiest country on earth for six consecutive years. But when you talk to individual Finns, the reality is a bit more complicated.",2023-04-01T09:00:32+0000,article,Projects and Initiatives,World,News,"['FINLAND', 'HAPPINESS', 'OPTIMISM', 'POLITICS AND GOVERNMENT', 'BADMINTON', 'VIS-PHOTO']"
30,"Two recent openings testify to the power, and joy, of queer spaces.",2023-04-01T09:00:34+0000,article,Dining,Food,News,"['HOMOSEXUALITY AND BISEXUALITY', 'TRANSGENDER', 'BARS AND NIGHTCLUBS', 'LOS ANGELES (CALIF)', 'SMALL BUSINESS']"
31,"When the tourists who rode them disappeared from resort destinations, Thailand’s captive elephants, and their owners, went back to their birth villages, where finding enough food has been a struggle.",2023-04-01T09:00:41+0000,article,Foreign,World,News,"['ELEPHANTS', 'THAILAND', 'ANIMAL ABUSE, RIGHTS AND WELFARE', 'ANIMAL COGNITION', 'FOOD', 'FRUIT', 'PATTAYA (THAILAND)', 'TRAVEL AND VACATIONS', 'CORONAVIRUS (2019-NCOV)', 'VIS-PHOTO']"
32,Produced by Mona Boshnaq,2023-04-01T09:00:52+0000,article,Foreign,World,News,"['VENICE (ITALY)', 'FLOODS', 'CANALS', 'GLOBAL WARMING', 'INFRASTRUCTURE (PUBLIC WORKS)', 'LEVEES AND DAMS', 'POLITICS AND GOVERNMENT', 'CORRUPTION (INSTITUTIONAL)', 'FISHING, COMMERCIAL', 'TRAVEL AND VACATIONS', 'VIS-PHOTO']"
33,"Storms have killed at least 32 people and injured dozens of others this weekend across numerous states, as another round of severe weather threatened the East.",2023-04-01T09:31:45+0000,article,Express,U.S.,News,"['TORNADOES', 'DEATHS (FATALITIES)', 'BELVIDERE (ILL)', 'ROOFS', 'SOUTHERN STATES (US)', 'MIDWESTERN STATES (US)']"
34,"The charge against the religious leader, Pavlo Lebid, came as Russian forces hit the town of Avdiivka, among 70 other targets, along the front line.",2023-04-01T10:00:00+0000,article,Foreign,World,News,"['RUSSIAN INVASION OF UKRAINE (2022)', 'DEFENSE AND MILITARY FORCES', 'AVDIIVKA (UKRAINE)', 'UKRAINE', 'RUSSIA', 'UKRAINIAN ORTHODOX CHURCH', 'RUSSIAN ORTHODOX CHURCH']"
35,"Researchers found that on Twitter, members of Canada’s far left joined those on the far right in embracing pro-Russian messages created by a two-year Russian influence campaign.",2023-04-01T10:00:03+0000,article,Foreign,World,News,"['CANADA', 'CHINA', 'RUMORS AND MISINFORMATION', 'SOCIAL MEDIA', 'TWITTER']"
36,"We take our children on vacation to expose them to history, novelty and beauty.",2023-04-01T10:21:47+0000,article,NYTNow,Briefing,briefing,['INTERNAL-STORYLINE-NO']
37,The teenage winner of our Invent a Word challenge suggests a word for distinguishing between human- and machine-generated responses in the era of chatbots.,2023-04-01T11:30:02+0000,article,Learning,The Learning Network,News,[]
38,"Steven Yeun and Ali Wong star in this comedy about a traffic incident that triggers a bitter feud. “It really is about how hard it is to be alive,” said Lee Sung Jin, the creator.",2023-04-01T12:00:07+0000,article,Arts&Leisure,Arts,News,"['TELEVISION', 'BEEF (TV PROGRAM)', 'LEE SUNG JIN', 'YEUN, STEVEN', 'NETFLIX INC', 'CONTENT TYPE: PERSONAL PROFILE']"
39,"The collective bargaining agreement, which is said to create a new in-season tournament, must be ratified by the players and team governors.",2023-04-01T12:56:14+0000,article,Sports,Sports,News,"['BASKETBALL', 'ORGANIZED LABOR', 'COLLECTIVE BARGAINING', 'LOCKOUTS', 'NATIONAL BASKETBALL ASSN', 'NATIONAL BASKETBALL PLAYERS ASSN', 'MCCOLLUM, C J', 'SILVER, ADAM (1962- )', 'TREMAGLIO, TAMIKA']"
40,An artist reflects on what was lost during Russia’s war in Ukraine.,2023-04-01T13:00:03+0000,multimedia,Opinion,Opinion,Interactive Feature,['COMIC BOOKS AND STRIPS']
41,"In this locker room, the arc of fitness is long.",2023-04-01T13:00:06+0000,article,OpEd,Opinion,Op-Ed,"['WOMEN AND GIRLS', 'AGE, CHRONOLOGICAL', 'ELDERLY', 'SWIMMING', 'SWIMMING POOLS']"
42,The field of transgender medicine is every bit as objective- and outcome-driven as any other specialty in medicine.,2023-04-01T13:00:07+0000,article,OpEd,Opinion,Op-Ed,"['TRANSGENDER', 'DISCRIMINATION', 'LAW AND LEGISLATION', 'STATE LEGISLATURES', 'STATES (US)', 'SURGERY AND SURGEONS', 'HEALTH INSURANCE AND MANAGED CARE', 'WORLD PROFESSIONAL ASSOCIATION FOR TRANSGENDER HEALTH']"
43,This case has reminded us that the justice system is easily exploited in ways that are wasteful and stupid.,2023-04-01T13:00:07+0000,article,OpEd,Opinion,Op-Ed,"['COMPENSATION FOR DAMAGES (LAW)', 'SUITS AND LITIGATION (CIVIL)', 'PALTROW, GWYNETH', 'SANDERSON, TERRY', 'INCOME INEQUALITY']"
44,Protesters who took to the streets understand that the written and unwritten checks and balances of Israeli government are still vulnerable.,2023-04-01T13:00:07+0000,article,OpEd,Opinion,Editorial,"['POLITICS AND GOVERNMENT', 'DEMOCRACY (THEORY AND PHILOSOPHY)', 'RIGHT-WING EXTREMISM AND ALT-RIGHT', 'COURTS AND THE JUDICIARY', 'JEWS AND JUDAISM', 'PALESTINIANS', 'NETANYAHU, BENJAMIN', 'ISRAEL', 'WEST BANK', 'SUPREME COURT OF ISRAEL', 'INTERNATIONAL RELATIONS', 'UNITED STATES INTERNATIONAL RELATIONS']"
45,Biden could soon find himself in the cross hairs of politically motivated suits from local prosecutors eager to make names for themselves.,2023-04-01T13:00:08+0000,article,OpEd,Opinion,Op-Ed,"['TRUMP, DONALD J', 'CAMPAIGN FINANCE', 'FRAUDS AND SWINDLING', 'PRESIDENTIAL ELECTION OF 2016', 'BRAGG, ALVIN', 'DISTRICT ATTORNEYS', 'UNITED STATES POLITICS AND GOVERNMENT', 'NEW YORK STATE CRIMINAL CASE AGAINST TRUMP (71543-23)']"
46,"The Times reviewed 101 studies of medication abortion, spanning continents and decades. All concluded that the pills are a safe method for terminating a pregnancy.",2023-04-01T13:05:29+0000,multimedia,Graphics,Health,Interactive Feature,"['ABORTION', 'ABORTION DRUGS', ""DOBBS V JACKSON WOMEN'S HEALTH ORGANIZATION (SUPREME COURT DECISION)"", 'ROE V WADE (SUPREME COURT DECISION)', 'DRUGS (PHARMACEUTICALS)', 'FOOD AND DRUG ADMINISTRATION', 'RESEARCH', 'MIFEPREX (RU-486)', 'REGULATION AND DEREGULATION OF INDUSTRY']"
47,"As midsized lenders have come under pressure in the wake of Silicon Valley Bank’s collapse, experts say their role in the economy must be preserved.",2023-04-01T13:19:58+0000,article,Business,Business Day,News,"['BANKING AND FINANCIAL INSTITUTIONS', 'CREDIT RATINGS AND CREDIT RATING AGENCIES', 'MILLER, BENNETT']"
48,Readers respond to a guest essay about the excessive level of poverty in the U.S.,2023-04-01T13:57:22+0000,article,Letters,Opinion,Letter,"['POVERTY', 'UNITED STATES ECONOMY', 'INCOME INEQUALITY', 'LABOR AND JOBS']"
49,"For starters, don’t send any rent checks until you know exactly who you’re sending them to.",2023-04-01T14:00:06+0000,article,RealEstate,Real Estate,News,"['REAL ESTATE AND HOUSING (RESIDENTIAL)', 'LANDLORDS', 'RENTING AND LEASING (REAL ESTATE)', 'RENT CONTROL AND STABILIZATION']"
50,A New York City illustrator reflects on the unlikely serenity she has discovered in one particular part of the Metropolitan Museum of Art.,2023-04-01T14:00:13+0000,article,Arts&Leisure,Arts,News,"['MUSEUMS', 'ART', 'METROPOLITAN MUSEUM OF ART', 'NEW YORK CITY']"
51,"Republican voters don’t want a manager, they want a performer.",2023-04-01T14:09:56+0000,article,OpEd,Opinion,Op-Ed,"['INTERNAL-SUB-ONLY-NL', 'UNITED STATES POLITICS AND GOVERNMENT', 'PRESIDENTIAL ELECTION OF 2024', 'REPUBLICAN PARTY', 'DESANTIS, RON', 'TRUMP, DONALD J', 'POLLS AND PUBLIC OPINION', 'FLORIDA']"
52,"Call it the consolation bracket, as teams jockey for position for next season.",2023-04-01T15:50:32+0000,article,Sports,Sports,News,"['COACHES AND MANAGERS', 'NCAA BASKETBALL CHAMPIONSHIPS (MEN)', 'DRAFT AND RECRUITMENT (SPORTS)', 'BASKETBALL (COLLEGE)', 'FLORIDA ATLANTIC UNIVERSITY', 'SAN DIEGO STATE UNIVERSITY', 'UNIVERSITY OF MIAMI', 'UNIVERSITY OF CONNECTICUT', 'DUTCHER, BRIAN (1959- )']"
53,A salacious indictment against the 45th president is the latest chapter in a life made for the tabloids.,2023-04-01T16:05:23+0000,article,Investigative,U.S.,News,"['TRUMP, DONALD J', 'WOMEN AND GIRLS', 'ADULTERY', 'SEXUAL HARASSMENT', 'SEX CRIMES', 'CLIFFORD, STEPHANIE (1979- )', 'MCDOUGAL, KAREN (1971- )', 'COHEN, MICHAEL D (1966- )', 'CARROLL, E JEAN', 'TRUMP, IVANA', 'MAPLES, MARLA', 'PRESIDENTS AND PRESIDENCY (US)', 'NEW YORK STATE CRIMINAL CASE AGAINST TRUMP (71543-23)']"
54,"She started an organization whose curriculums challenge teenagers to understand the roots of the Holocaust, racism, apartheid and other human injustices.",2023-04-01T16:12:22+0000,article,Obits,U.S.,Obituary (Obit),"['STROM, MARGOT STERN', 'DEATHS (OBITUARIES)', 'FACING HISTORY & OURSELVES (NONPROFIT)', 'HOLOCAUST AND THE NAZI ERA', 'EDUCATION (K-12)', 'HISTORY (ACADEMIC SUBJECT)', 'DISCRIMINATION']"
55,"For five years, the French capital has permitted the renting of electric scooters, which have proven both popular and perilous. On Sunday, voters will decide whether to end the experiment.",2023-04-01T16:34:24+0000,article,Foreign,World,News,"['PARIS (FRANCE)', 'ELECTRIC BICYCLES, MOTORCYCLES AND SCOOTERS', 'FRANCE', 'HIDALGO, ANNE (1959- )', 'LIMEBIKE', 'ELECTIONS', 'TRAFFIC ACCIDENTS AND SAFETY', 'LOCAL GOVERNMENT', 'REFERENDUMS', 'START-UPS']"
56,"More than two dozen others were hospitalized after dangerous weather caused the roof of the Apollo Theater in Belvidere, Ill., to cave in.",2023-04-01T17:22:38+0000,multimedia,,U.S.,Video,"['BELVIDERE (ILL)', 'ROOFS', 'TORNADOES', 'DEATHS (FATALITIES)']"
57,A log of messages shows how agents scrambled after evidence and sought to recruit members of the group all while trying to squeeze in workouts and cope with the bureau’s obsolete technology.,2023-04-01T17:30:11+0000,article,Washington,U.S.,News,"['PROUD BOYS', 'STORMING OF THE US CAPITOL (JAN, 2021)', 'RIGHT-WING EXTREMISM AND ALT-RIGHT', 'FEDERAL BUREAU OF INVESTIGATION', 'JUSTICE DEPARTMENT', 'TARRIO, ENRIQUE', 'NORDEAN, ETHAN', 'BIGGS, JOSEPH (1984- )', 'PEZZOLA, DOMINIC', 'REHL, ZACH', 'UNITED STATES POLITICS AND GOVERNMENT']"
58,The Florida governor hasn’t yet swung back hard at Trump.,2023-04-01T19:00:08+0000,article,OpEd,Opinion,Op-Ed,"['UNITED STATES POLITICS AND GOVERNMENT', 'PRESIDENTIAL ELECTION OF 2024', 'POLITICS AND GOVERNMENT', 'DESANTIS, RON', 'TRUMP, DONALD J', 'REPUBLICAN PARTY', 'FLORIDA', 'CAMPAIGN FINANCE', 'PRESIDENTIAL ELECTION OF 2016', 'FRAUDS AND SWINDLING', 'NEW YORK STATE CRIMINAL CASE AGAINST TRUMP (71543-23)']"
59,"Across many court cases over the decades, Mr. Trump has regularly leaned on those tactics. Now facing criminal charges in Manhattan, he has already lashed out at the judge.",2023-04-01T19:06:27+0000,article,Metro,New York,News,"['TRUMP, DONALD J', 'CAMPAIGN FINANCE', 'FRAUDS AND SWINDLING', 'CLIFFORD, STEPHANIE (1979- )', 'COHEN, MICHAEL D (1966- )', 'DISTRICT ATTORNEYS', 'BRAGG, ALVIN', 'MERCHAN, JUAN M', 'MANHATTAN (NYC)']"
60,"South Carolina had fielded the nation’s toughest defense, but couldn’t stop the offensive fireworks of Iowa’s Caitlin Clark.",2023-04-01T19:14:46+0000,article,Sports,Sports,News,"['NCAA BASKETBALL CHAMPIONSHIPS (WOMEN)', 'BASKETBALL (COLLEGE)', 'UNIVERSITY OF IOWA', 'UNIVERSITY OF SOUTH CAROLINA', 'CLARK, CAITLIN (2002- )', 'BOSTON, ALIYAH (2001- )', 'STALEY, DAWN', 'COACHES AND MANAGERS']"
61,"Donald Trump’s criminal indictment and Fox News’s civil trial have nothing in common, but, combined, they delivered a rare reckoning for two forces that have transformed politics.",2023-04-01T20:00:09+0000,article,Politics,U.S.,News,"['FOX NEWS CHANNEL', 'DOMINION VOTING SYSTEMS CORP', 'LIBEL AND SLANDER', 'SUITS AND LITIGATION (CIVIL)', 'VOTING MACHINES', 'NEWS AND NEWS MEDIA', 'TELEVISION', 'MURDOCH, RUPERT', 'FREEDOM OF THE PRESS', 'TRUMP, DONALD J', 'FRAUDS AND SWINDLING', 'CAMPAIGN FINANCE', 'UNITED STATES POLITICS AND GOVERNMENT']"
62,Pope Francis was discharged from a hospital in Rome after undergoing treatment for bronchitis. The Vatican said he would take part in all of the Holy Week celebrations.,2023-04-01T21:36:32+0000,multimedia,,World,Video,"['ROMAN CATHOLIC CHURCH', 'FRANCIS']"
63,Jeremy Newton and Tracy Gray harmonize on a Sunday crossword masterpiece.,2023-04-01T22:00:04+0000,article,Games,Crosswords & Games,News,"['CROSSWORD PUZZLES', 'GRAY, TRACY (CROSSWORD CONSTRUCTOR)', 'NEWTON, JEREMY (CROSSWORD CONSTRUCTOR)']"
64,"“You cant even dream about what just happened,” his father, Lamont Butler Sr., said moments after the shot went in.",2023-04-02T00:35:03+0000,article,Sports,Sports,News,"['BASKETBALL (COLLEGE)', 'NCAA BASKETBALL CHAMPIONSHIPS (MEN)', 'FLORIDA ATLANTIC UNIVERSITY', 'SAN DIEGO STATE UNIVERSITY', 'BUTLER, LAMONT (2002- )', 'CONTENT TYPE: PERSONAL PROFILE']"
65,"Red Bull makes it three wins in three races, reviving talk that it might be unbeatable this year.",2023-04-02T01:07:58+0000,article,Sports,Sports,News,"['AUTOMOBILE RACING', 'FORMULA ONE', 'VERSTAPPEN, MAX (1997- )', 'ALONSO, FERNANDO (1981- )', 'HAMILTON, LEWIS', 'ASTON MARTIN', 'RUSSELL, GEORGE (1998- )', 'PEREZ, SERGIO (1990- )', 'LECLERC, CHARLES (1997- )']"
66,The highly anticipated matchup delivered more viewers than any non-championship game in women’s college basketball. And the Iowa-Louisiana State final on Sunday is on network TV.,2023-04-02T01:14:23+0000,article,Sports,Sports,News,"['TELEVISION', 'RATINGS (AUDIENCE MEASUREMENT)', 'COLLEGE ATHLETICS', 'BASKETBALL (COLLEGE)', 'NCAA BASKETBALL CHAMPIONSHIPS (WOMEN)', 'ABC INC', 'ESPN', 'LOUISIANA STATE UNIVERSITY', 'NATIONAL COLLEGIATE ATHLETIC ASSN', 'NIELSEN MEDIA RESEARCH', 'UNIVERSITY OF SOUTH CAROLINA', 'VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY', 'UNIVERSITY OF IOWA', 'CLARK, CAITLIN (2002- )']"
67,"When she isn’t making audiences laugh on “Saturday Night Live,” she’s hanging out with girlfriends, admiring the flowers at 30 Rock and cheering for the Kansas City Chiefs.",2023-04-02T03:00:06+0000,article,Arts&Leisure,Arts,News,"['COMEDY AND HUMOR', 'TELEVISION', 'CONTENT TYPE: PERSONAL PROFILE', 'GARDNER, HEIDI LYNN', 'SATURDAY NIGHT LIVE (TV PROGRAM)', 'SHRINKING (TV PROGRAM)']"
