,abstract,pub_date,document_type,news_desk,section_name,type_of_material,keywords
719,"Quotation of the Day for Friday, April 7, 2023.",2023-04-07T03:46:22+0000,article,Summary,Corrections,Quote,[]
720,"Corrections that appeared in print on Friday, April 7, 2023.",2023-04-07T03:49:08+0000,article,Corrections,Corrections,Correction,[]
721,A war documents leak.,2023-04-07T03:59:57+0000,article,NYTNow,Briefing,briefing,[]
722,"It took Samantha Weinstein and Philip Della Noce a few years to form a friendship, and another few more to become romantic.",2023-04-07T04:00:08+0000,article,Styles,Style,News,['WEDDINGS AND ENGAGEMENTS']
723,"Catriona Duncan and Sarah Palmisano, who met through Tinder, had their first date almost five years ago at the taping of the NPR game show “Wait Wait … Don’t Tell Me!”",2023-04-07T04:00:09+0000,article,Styles,Style,News,['WEDDINGS AND ENGAGEMENTS']
724,"Kyiona Carswell and Alison Wynn’s relationship status remained casual for years until a series of coincidences, accidental run-ins, and a precognitive vision brought them closer together.",2023-04-07T04:00:11+0000,article,Styles,Style,News,['WEDDINGS AND ENGAGEMENTS']
725,"David was passionate, courteous and (artificially) intelligent.",2023-04-07T04:00:12+0000,article,Styles,Style,News,"['INTERNAL-SUB-ONLY', 'LOVE (EMOTION)', 'ARTIFICIAL INTELLIGENCE', 'DATING AND RELATIONSHIPS', 'DIVORCE, SEPARATIONS AND ANNULMENTS', 'CHATGPT']"
726,"When Robert Hall and Amy Cheng, who bonded over Chinese art, first started dating, only Mr. Hall was aware of the change in their relationship status. Months later, Ms. Cheng finally caught on.",2023-04-07T04:00:12+0000,article,Styles,Style,News,['WEDDINGS AND ENGAGEMENTS']
727,"Becker, who is featured in a new documentary, is beginning a third act after serving eight months in prison. “I’m sort of in late summer, fall of my life,” he said.",2023-04-07T04:01:08+0000,article,Sports,Sports,News,"['TENNIS', 'BECKER, BORIS', 'DOCUMENTARY FILMS AND PROGRAMS', 'PRISONS AND PRISONERS', 'BANKRUPTCIES', 'WIMBLEDON TENNIS TOURNAMENT', 'BOOM! BOOM! THE WORLD VS BORIS BECKER (MOVIE)', 'CONTENT TYPE: PERSONAL PROFILE', 'GIBNEY, ALEX', 'BATTSEK, JOHN']"
728,"Prompted by Russia’s full-scale invasion of Ukraine, Ireland’s government will re-examine its longstanding policy of military neutrality at a forum being held this summer, the country’s government said this week.",2023-04-07T05:53:48+0000,article,Foreign,World,News,[]
729,The statement was issued after a three-day summit by Xi Jinping and Emmanuel Macron in China.,2023-04-07T05:53:48+0000,article,Foreign,World,News,"['INTERNATIONAL RELATIONS', 'RUSSIAN INVASION OF UKRAINE (2022)', 'CHINA', 'FRANCE', 'XI JINPING', 'MACRON, EMMANUEL (1977- )']"
730,This word has appeared in 16 articles on NYTimes.com in the past year. Can you use it in a sentence?,2023-04-07T06:00:02+0000,article,Learning,The Learning Network,News,[]
731,"The Mets have had a poor start to their season, but on the day their home opener is scheduled, fans are still believing.",2023-04-07T06:04:29+0000,article,Metro,New York,briefing,"['NEW YORK CITY', 'INTERNAL-STORYLINE-NO', 'BASEBALL', 'CITI FIELD (QUEENS, NY)', 'MATSUZAKA, DAISUKE', 'COHEN, STEVEN A', 'CENTRAL PARK (MANHATTAN, NY)']"
732,"“I don’t go to her hometown and say nasty things about it, although I don’t know where she’s from,” Meyers said. “I’m assuming the videotape from ‘The Ring’?”",2023-04-07T06:37:23+0000,article,Culture,Arts,News,"['TELEVISION', 'FALLON, JIMMY', 'MEYERS, SETH', 'LATE NIGHT WITH SETH MEYERS (TV PROGRAM)', 'THE TONIGHT SHOW (TV PROGRAM)', 'THE DAILY SHOW WITH TREVOR NOAH (TV PROGRAM)', 'WOOD, ROY JR (1978- )']"
733,Our columnist reviews the day’s puzzle. Warning: contains spoilers!,2023-04-07T07:00:03+0000,article,Games,Crosswords & Games,News,"['CROSSWORD PUZZLES', 'WORDLE (PUZZLE)']"
734,What do you think this image is communicating?,2023-04-07T07:00:05+0000,article,Learning,The Learning Network,News,[]
735,Feeling stuck on today’s puzzle? We can help.,2023-04-07T07:00:07+0000,article,Games,Crosswords & Games,News,['SPELLING BEE (GAME)']
736,"While fear of a “wage-price spiral” has eased, the Federal Reserve’s course presumes job losses and risks a recession. Some see less painful remedies.",2023-04-07T07:00:10+0000,article,Business,Business Day,News,"['WAGES AND SALARIES', 'UNITED STATES ECONOMY', 'CONSUMER BEHAVIOR', 'INFLATION (ECONOMICS)', 'PRICES (FARES, FEES AND RATES)', 'FEDERAL RESERVE SYSTEM', 'POWELL, JEROME H', 'INTEREST RATES']"
737,"The minister met with President Donald J. Trump in 2019 to highlight the abuses of Myanmar’s military, which later seized power in a coup.",2023-04-07T07:04:02+0000,article,Foreign,World,News,"['SAMSON, HKALAM', 'TRUMP, DONALD J', 'POLITICAL PRISONERS', 'HUMAN RIGHTS AND HUMAN RIGHTS VIOLATIONS', 'BAPTIST CHURCHES', 'DEFENSE AND MILITARY FORCES', ""COUPS D'ETAT AND ATTEMPTED COUPS D'ETAT"", 'PRISONS AND PRISONERS', 'CHRISTIANS AND CHRISTIANITY', 'ASSISTANCE ASSN FOR POLITICAL PRISONERS', 'KACHIN INDEPENDENCE ARMY', 'NATIONAL UNITY GOVERNMENT (MYANMAR)', 'MYANMAR', 'LAIZA (MYANMAR)', 'KACHIN STATE (MYANMAR)']"
738,As told in her first and farewell speeches.,2023-04-07T07:49:15+0000,article,Foreign,World,News,"['POLITICS AND GOVERNMENT', 'ARDERN, JACINDA']"
739,"Some business leaders feel that predicting the arrival of a boogeyman could conjure his presence, in effect making talk of a doom loop a self-fulfilling prophecy. And they’re calling for more optimism.",2023-04-07T09:00:02+0000,multimedia,Business Day,Business Day,Interactive Feature,"['REAL ESTATE (COMMERCIAL)', 'TELECOMMUTING', 'CORONAVIRUS (2019-NCOV)', 'SHOPPING AND RETAIL', 'LABOR AND JOBS', 'SAN FRANCISCO (CALIF)', 'NEW YORK CITY', 'ENGLISH LANGUAGE']"
740,"Selections from the Weekend section, including a review of the film ""Showing Up,"" starring Michelle Williams",2023-04-07T09:00:02+0000,multimedia,Arts,Arts,Interactive Feature,"['MOVIES', 'DANCING', 'DOCUMENTARY FILMS AND PROGRAMS', 'THEATER', 'BROOKLYN ACADEMY OF MUSIC', 'HULU.COM', 'LA MAMA ETC', 'BANGALTER, THOMAS', 'REICHARDT, KELLY', 'SHIELDS, BROOKE', 'SMITH, ZADIE', 'WILLIAMS, MICHELLE (ACTOR)', 'WILSON, LANA', 'NEW YORK CITY']"
741,Managers are finding new ways to help employees reclaim time — including mandatory meeting-free days.,2023-04-07T09:00:08+0000,article,SundayBusiness,Business Day,News,"['LABOR AND JOBS', 'PRODUCTIVITY', 'WORKPLACE ENVIRONMENT']"
742,How do you make sense of all the different philosophical camps surrounding A.I.?,2023-04-07T09:00:13+0000,article,Podcasts,Podcasts,News,"['SCIENCE AND TECHNOLOGY', 'KLEIN, EZRA', 'ARTIFICIAL INTELLIGENCE']"
743,"The sale is the priciest so far this year. The four-story apartment is in a new, sold-out condo, the Bellemont, at 1165 Madison Avenue.",2023-04-07T09:00:17+0000,article,RealEstate,Real Estate,News,"['REAL ESTATE AND HOUSING (RESIDENTIAL)', 'LUXURY GOODS AND SERVICES', 'BUCKLEY, GAIL LUMET (1937- )', 'C K, LOUIS', 'CASSINI, OLEG', 'COSTELLO, ELVIS', 'HORNE, LENA', 'KRALL, DIANA', 'MOELIS, KENNETH D', 'SACKLER, ELIZABETH A', 'MANHATTAN (NYC)', 'NEW YORK CITY']"
744,"Two translations bring canonical works by Mário de Andrade into English, allowing a glimpse into the author’s “problematic sense of belonging.”",2023-04-07T09:00:18+0000,article,Books,Books,News,"['BOOKS AND LITERATURE', 'ANDRADE, MARIO DE', 'MACUNAIMA: THE HERO WITH NO CHARACTER (BOOK)', 'THE APPRENTICE TOURIST (BOOK)', 'DODSON, KATRINA (1979- )', 'THOMSON-DEVEAUX, FLORA', 'LANGUAGE AND LANGUAGES', 'NINETEEN HUNDRED TWENTIES', 'CONTENT TYPE: PERSONAL PROFILE', 'WRITING AND WRITERS']"
745,They call it therapeutic deception. It’s complicated.,2023-04-07T09:00:19+0000,article,OpEd,Opinion,Op-Ed,"['DEMENTIA', ""ALZHEIMER'S DISEASE"", 'LYING', 'ELDER CARE', 'FAMILIES AND FAMILY LIFE', 'ETHICS AND OFFICIAL MISCONDUCT']"
746,Adult Shauna tries to fill the gaping hole inside. Teen Misty gives an interesting monologue.,2023-04-07T09:00:20+0000,article,Culture,Arts,Review,"['TELEVISION', 'YELLOWJACKETS (TV PROGRAM)']"
747,"Offering support can be tricky, but experts say this technique helps.",2023-04-07T09:00:21+0000,article,Well,Well,News,"['LOVE (EMOTION)', 'EMOTIONS', 'HUGGING', 'ANXIETY AND STRESS', 'INTERNAL-SUB-ONLY-NL']"
748,"Dmitry Krymov, one of Russia’s most eminent directors, is among the dozens of artists who have left their homeland since Russia invaded Ukraine.",2023-04-07T09:00:21+0000,article,Culture,Theater,News,"['KRYMOV, DMITRY', 'THEATER', 'CONTENT TYPE: PERSONAL PROFILE', 'RUSSIAN INVASION OF UKRAINE (2022)', 'FREEDOM OF SPEECH AND EXPRESSION']"
749,"An individual’s right to be rude at public meetings was upheld by the Massachusetts Supreme Judicial Court. When, if ever, is it OK to be impolite?",2023-04-07T09:00:21+0000,article,Learning,The Learning Network,News,[]
750,Understanding the often-overlooked links between math and literature can enhance your appreciation of both.,2023-04-07T09:00:22+0000,article,OpEd,Opinion,Op-Ed,"['MATHEMATICS', 'BOOKS AND LITERATURE', 'WRITING AND WRITERS', 'MOBY DICK (BOOK)', 'POETRY AND POETS']"
751,"The last thylacine died in captivity in 1936, but a statistical analysis adds a degree of validity to the survival of small groups of the carnivorous marsupials.",2023-04-07T09:00:22+0000,article,Science,Science,News,"['TASMANIAN TIGERS (THYLACINES)', 'ENDANGERED AND EXTINCT SPECIES', 'TASMANIA (AUSTRALIA)', 'AUSTRALIA', 'SCIENCE OF THE TOTAL ENVIRONMENT (JOURNAL)', 'RESEARCH', 'YOUR-FEED-SCIENCE']"
752,But their voters won’t let them pivot to moderation.,2023-04-07T09:00:22+0000,article,OpEd,Opinion,Op-Ed,"['ABORTION', 'REPUBLICAN PARTY', 'ROE V WADE (SUPREME COURT DECISION)', ""DOBBS V JACKSON WOMEN'S HEALTH ORGANIZATION (SUPREME COURT DECISION)"", 'POLLS AND PUBLIC OPINION', ""WOMEN'S RIGHTS"", 'LAW AND LEGISLATION', 'STATE LEGISLATURES', 'CONSERVATISM (US POLITICS)', 'MIDTERM ELECTIONS (2022)', 'WISCONSIN', 'COULTER, ANN', 'UNITED STATES POLITICS AND GOVERNMENT', 'STATES (US)']"
753,"A hard landing? A banana? Euphemisms for recession have a long history in Washington. Whatever the Fed is stating, it seems to be expecting something ugly, our columnist says.",2023-04-07T09:00:22+0000,article,SundayBusiness,Business Day,News,"['CONTENT TYPE: SERVICE', 'UNITED STATES ECONOMY', 'BANKING AND FINANCIAL INSTITUTIONS', 'RECESSION AND DEPRESSION', 'PERSONAL FINANCES']"
754,"Competition, not cooperation, has driven the bulk of climate progress over the past few years.",2023-04-07T09:00:22+0000,article,OpEd,Opinion,Op-Ed,"['ELECTRIC AND HYBRID VEHICLES', 'FACTORIES AND MANUFACTURING', 'ALTERNATIVE AND RENEWABLE ENERGY', 'GLOBAL WARMING', 'GREENHOUSE GAS EMISSIONS', 'INFLATION REDUCTION ACT OF 2022', 'UNITED STATES ECONOMY', 'INNOVATION', 'INTERNATIONAL TRADE AND WORLD MARKET', 'UNITED STATES POLITICS AND GOVERNMENT', 'EUROPEAN UNION', 'EUROPE', 'CHINA', 'UNITED STATES', 'UNITED STATES INTERNATIONAL RELATIONS']"
755,Ezra Klein answers listener questions about how A.I. might change our lives — or not.,2023-04-07T09:00:23+0000,article,OpEd,Opinion,Op-Ed,"['AUDIO-NEUTRAL-INFORMATIVE', 'ARTIFICIAL INTELLIGENCE', 'COMPUTERS AND THE INTERNET', 'LABOR AND JOBS', 'KLEIN, EZRA', 'KARMA, ROGE']"
756,"After a tumultuous few years, many hoped that the housing market would improve this spring. No such luck — for buyers or sellers.",2023-04-07T09:00:25+0000,article,RealEstate,Real Estate,News,"['REAL ESTATE AND HOUSING (RESIDENTIAL)', 'PRICES (FARES, FEES AND RATES)', 'MORTGAGES', 'INTEREST RATES', 'RENTING AND LEASING (REAL ESTATE)', 'UNITED STATES']"
757,Firms are turning to advanced technologies to help answer a surprisingly tricky question: Where do products really come from?,2023-04-07T09:00:27+0000,article,Washington,Business Day,News,"['SUPPLY CHAIN', 'ARTIFICIAL INTELLIGENCE', 'FACTORIES AND MANUFACTURING', 'INTERNATIONAL TRADE AND WORLD MARKET', 'DNA (DEOXYRIBONUCLEIC ACID)', 'REGULATION AND DEREGULATION OF INDUSTRY', 'CUSTOMS AND BORDER PROTECTION (US)', 'CHINA', 'AUDIO-NEUTRAL-INFORMATIVE']"
758,"A critical and commercial disaster in its day, the video-game adaptation was trashed even by its star, Bob Hoskins. But a reappraisal is underway.",2023-04-07T09:00:29+0000,article,Culture,Movies,News,"['MOVIES', 'THE SUPER MARIO BROS MOVIE (MOVIE)', 'SUPER MARIO BROS (MOVIE)', 'HOSKINS, BOB', 'LEGUIZAMO, JOHN', 'MORTON, ROCKY (FILM DIRECTOR)', 'JANKEL, ANNABEL', 'COMPUTER AND VIDEO GAMES', 'SUPER MARIO BROS (VIDEO GAME)']"
759,"Lars Nootbaar, a high-energy outfielder for the St. Louis Cardinals, was the first player born outside Japan to play for its national team. He put on a show.",2023-04-07T09:00:30+0000,article,Sports,Sports,News,"['BASEBALL', 'WORLD BASEBALL CLASSIC', 'ST LOUIS CARDINALS', 'NOOTBAAR, LARS (1997- )', 'DARVISH, YU', 'OHTANI, SHOHEI', 'CONTENT TYPE: PERSONAL PROFILE']"
760,A usually low-key race has taken on unusually high stakes as the party prepares to host the first primary of the 2024 campaign and seeks to reverse its recent misfortunes.,2023-04-07T09:00:30+0000,article,Politics,U.S.,News,"['SOUTH CAROLINA', 'DEMOCRATIC PARTY', 'SPAIN, CHRISTALE', 'UPSON, BRANDON', 'CLYBURN, JAMES E', 'BLACK PEOPLE', 'BLACKS', 'UNITED STATES POLITICS AND GOVERNMENT', 'PRIMARIES AND CAUCUSES', 'PRESIDENTIAL ELECTION OF 2024', 'VOTING AND VOTERS', 'POLITICS AND GOVERNMENT', 'CONTENT TYPE: PERSONAL PROFILE']"
761,"Bea Wolf is a sugar-hyped, nap-deprived, battle-ready child; Mulysses is a mule.",2023-04-07T09:00:30+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'CHILDREN AND CHILDHOOD', 'GENRE-BOOKS-CHILDRENS', 'COMIC BOOKS AND STRIPS', 'GENRE-BOOKS-GRAPHIC-NOVELS-COMIC-BOOKS', 'BEA WOLF (BOOK)', 'WEINERSMITH, ZACH', 'ROUSSEL, GILLES (BOULET)', 'TORSETER, OYVIND', 'DICKSON, KARI (TRANSLATOR)']"
762,A new book asks: To whom do the surviving remnants of the Jewish artist’s output — including murals he was forced to paint for a Nazi’s home — belong?,2023-04-07T09:00:31+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'HOLOCAUST AND THE NAZI ERA', 'JEWS AND JUDAISM', 'ART', 'MURALS', 'WORLD WAR II (1939-45)', 'UKRAINE', 'BALINT, BENJAMIN', 'SCHULZ, BRUNO']"
763,Technology companies were once leery of what some artificial intelligence could do. Now the priority is winning control of the industry’s next big thing.,2023-04-07T09:00:32+0000,article,Business,Technology,News,"['ARTIFICIAL INTELLIGENCE', 'COMPUTERS AND THE INTERNET', 'CORPORATE SOCIAL RESPONSIBILITY', 'CHATGPT', 'REGULATION AND DEREGULATION OF INDUSTRY', 'GOOGLE INC', 'MICROSOFT CORP', 'OPENAI LABS', 'MITCHELL, MARGARET (RESEARCHER)', 'GEBRU, TIMNIT', 'NADELLA, SATYA', 'PICHAI, SUNDAR', 'WALKER, KENT']"
764,"Plus, Mike Weir had to figure out the back nine by himself, and Will Zalatoris got yet another dose of terrible luck.",2023-04-07T09:00:33+0000,article,Sports,Sports,News,"['GOLF', 'MASTERS GOLF TOURNAMENT', 'AUGUSTA NATIONAL GOLF CLUB', 'ZALATORIS, WILL (1996- )', 'MICKELSON, PHIL', 'WEIR, MIKE']"
765,"Nearly six months after buying Twitter, Mr. Musk has made tweaks that have altered what people see on the platform and how they interact with it.",2023-04-07T09:00:34+0000,article,Business,Technology,News,"['TWITTER', 'SOCIAL MEDIA', 'COMPUTERS AND THE INTERNET', 'MUSK, ELON']"
766,"And to find out what it is, there’s one great place to look.",2023-04-07T09:00:36+0000,article,OpEd,Opinion,Op-Ed,"['COLLEGES AND UNIVERSITIES', 'NEWSPAPERS', 'WRITING AND WRITERS', 'POLLS AND PUBLIC OPINION', 'LIBERALISM (US POLITICS)', 'CONSERVATISM (US POLITICS)', 'TEXAS']"
767,A Royal Shakespeare Company adaptation of Maggie O’Farrell’s hit novel gives voice and agency to a historical character we know little about.,2023-04-07T09:00:37+0000,article,Culture,Theater,News,"['HAMNET (PLAY)', 'HAMNET (BOOK)', 'THEATER', 'BOOKS AND LITERATURE', 'ROYAL SHAKESPEARE CO', 'HOLY TRINITY CHURCH (STRATFORD-UPON-AVON, ENGLAND)', 'CHAKRABARTI, LOLITA', ""O'FARRELL, MAGGIE"", 'SHAKESPEARE, WILLIAM', 'WHYMAN, ERICA']"
768,"Employers added 236,000 jobs as the Federal Reserve’s interest-rate increases appeared to take a toll. The unemployment rate fell to 3.5 percent.",2023-04-07T09:00:43+0000,article,Business,Business Day,News,"['LABOR AND JOBS', 'UNITED STATES ECONOMY', 'UNEMPLOYMENT', 'INTEREST RATES', 'BIDEN, JOSEPH R JR', 'INFLATION (ECONOMICS)', 'FEDERAL RESERVE SYSTEM', 'WAGES AND SALARIES']"
769,"Saim Sadiq’s feature “Joyland,” which includes a transgender woman’s love affair, cannot be shown in Pakistan’s Punjab Province.",2023-04-07T09:00:43+0000,article,Culture,Movies,News,"['MOVIES', 'JOYLAND (MOVIE)', 'SADIQ, SAIM (1991- )', 'TRANSGENDER', 'CENSORSHIP', 'ACTORS AND ACTRESSES', 'LAHORE (PAKISTAN)', 'PUNJAB (PAKISTAN)']"
770,"British seafood is prized in France and Spain far more than at home. Britain’s exit from the European Union hasn’t halted exports, but the path from sea to stovetop is fraught with new obstacles.",2023-04-07T09:00:46+0000,article,Foreign,World,News,"['VIS-PHOTO', 'GREAT BRITAIN WITHDRAWAL FROM EU (BREXIT)', 'FISHING, COMMERCIAL', 'SEAFOOD', 'INTERNATIONAL TRADE AND WORLD MARKET', 'LOBSTERS', 'CRABS', 'SHIPS AND SHIPPING', 'PRAWNS', 'FREIGHT (CARGO)', 'SCOTLAND', 'EUROPE', 'GREAT BRITAIN', 'EUROPEAN UNION']"
771,"Veterinary telemedicine could help more pet owners access much-needed care and put anxious animals at ease, but challenges remain.",2023-04-07T09:00:46+0000,article,Science,Health,News,"['VETERINARY MEDICINE', 'TELEMEDICINE', 'PETS', 'ANIMAL BEHAVIOR', 'CATS', 'DOGS', 'YOUR-FEED-SCIENCE', 'YOUR-FEED-ANIMALS']"
772,Intelligence leaks surrounding the sabotage of the pipelines have provided more questions than answers. It may be in no one’s interest to reveal more.,2023-04-07T09:00:48+0000,article,Foreign,World,News,"['NORD STREAM AG', 'PIPELINES', 'SABOTAGE (CRIME)', 'INTERNATIONAL RELATIONS', 'UNITED STATES INTERNATIONAL RELATIONS', 'POLITICS AND GOVERNMENT', 'ESPIONAGE AND INTELLIGENCE SERVICES', 'NATURAL GAS', 'RUSSIAN INVASION OF UKRAINE (2022)', 'EMBARGOES AND SANCTIONS', 'SUBMARINES AND SUBMERSIBLES', 'DEFENSE AND MILITARY FORCES', 'BOMBS AND EXPLOSIVES', 'BALTIC SEA', 'GERMANY', 'DENMARK', 'SWEDEN', 'EUROPE', 'AUDIO-NEUTRAL-INFORMATIVE']"
773,"Uniformed soldiers shot and killed unarmed civilians, including an American, then blocked medics from providing care, a top government official said. To many Mexicans, such abuse is all too familiar.",2023-04-07T09:00:52+0000,article,Foreign,World,News,"['MEXICO', 'DEFENSE AND MILITARY FORCES', 'MURDERS, ATTEMPTED MURDERS AND HOMICIDES', 'HUMAN RIGHTS AND HUMAN RIGHTS VIOLATIONS', 'NUEVO LAREDO (MEXICO)', 'CIVILIAN CASUALTIES', 'POLITICS AND GOVERNMENT']"
774,"The star of “Paint” shares seven photos from her phone — and contemplates work, canines, a coyote attack and mortality while bouncing between the coasts.",2023-04-07T09:00:57+0000,article,Styles,Style,News,"['TELEVISION', 'ACTORS AND ACTRESSES', 'WATKINS, MICHAELA', 'HISTORY OF THE WORLD, PART II (TV PROGRAM)', 'MOVIES', 'CONTENT TYPE: PERSONAL PROFILE']"
775,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,2023-04-07T09:01:01+0000,multimedia,Briefing,Briefing,Interactive Feature,['CONTENT TYPE: QUIZ']
776,"Investors are braced for a short, bruising bout in the bond market on Friday, fearing new numbers on the pace of hiring will add to signs that the economy is slowing down.",2023-04-07T09:01:39+0000,article,Business,Business Day,News,"['STOCKS AND BONDS', 'UNITED STATES ECONOMY', 'INFLATION (ECONOMICS)', 'BANKING AND FINANCIAL INSTITUTIONS', 'CREDIT AND DEBT', 'INTEREST RATES', 'FEDERAL RESERVE SYSTEM']"
777,"As central bankers contemplate whether to raise interest rates at their meeting in May, slowing hiring and wages may give them comfort.",2023-04-07T09:02:15+0000,article,Business,Business Day,News,"['BANKING AND FINANCIAL INSTITUTIONS', 'LABOR AND JOBS', 'UNITED STATES ECONOMY', 'INFLATION (ECONOMICS)', 'INTEREST RATES', 'PRICES (FARES, FEES AND RATES)', 'WAGES AND SALARIES', 'FEDERAL RESERVE SYSTEM', 'POWELL, JEROME H']"
778,"England’s first foray into India, as Nandini Das details in “Courting India,” was far from successful.",2023-04-07T09:02:44+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'MUGHAL EMPIRE', 'DIPLOMATIC SERVICE, EMBASSIES AND CONSULATES', 'EAST INDIA CO', 'INDIA', 'ENGLAND', 'DAS, NANDINI']"
779,"The streaming company released Ben Affleck’s “Air” on 3,500 movie screens this week, and it plans to open 10 to 12 films theatrically every year.",2023-04-07T09:02:45+0000,article,Business,Business Day,News,"['MOVIES', 'AIR (MOVIE)', 'AFFLECK, BEN', 'AMAZON.COM INC', 'METRO-GOLDWYN-MAYER INC', 'SALKE, JENNIFER', 'BOX OFFICE SALES']"
780,"Tanzyn Crawford, 22, drew on recent experiences — fights with her mother, struggles with sexuality — for her role in the new Hulu series “Tiny Beautiful Things.”",2023-04-07T09:02:48+0000,article,Styles,Style,News,"['CRAWFORD, TANZYN', 'ACTORS AND ACTRESSES', 'CONTENT TYPE: PERSONAL PROFILE', 'TELEVISION', 'FASHION AND APPAREL', 'HULU.COM', 'TINY BEAUTIFUL THINGS (TV PROGRAM)']"
781,Bob Lee’s death has stirred outrage among tech leaders and comes at a precarious time for the industry — and the city it calls home.,2023-04-07T09:02:48+0000,article,National,U.S.,News,"['LEE, BOB (1979-2023)', 'SAN FRANCISCO (CALIF)', 'MURDERS, ATTEMPTED MURDERS AND HOMICIDES', 'CASH APP (MOBILE APP)', 'SQUARE INC']"
782,A deadly fire at an immigration center in Mexico has raised troubling questions about the U.S. crackdown on migrant crossings.,2023-04-07T10:00:13+0000,article,Podcasts,Podcasts,News,"['AUDIO-NEGATIVE-SAD', 'FIRES AND FIREFIGHTERS', 'IMMIGRATION AND EMIGRATION', 'DEATHS (FATALITIES)', 'ACCIDENTS AND SAFETY', 'IMMIGRATION DETENTION', 'JUAREZ (MEXICO)', 'MEXICO', 'UNITED STATES']"
783,An interior designer who has made a career out of maximizing space in tiny homes has the answer.,2023-04-07T10:00:14+0000,article,RealEstate,Real Estate,News,"['REAL ESTATE AND HOUSING (RESIDENTIAL)', 'FLOWERS AND PLANTS', 'INTERIOR DESIGN AND FURNISHINGS', 'SUSTAINABLE LIVING', 'GARDENS AND GARDENING', 'EAST WILLIAMSBURG (BROOKLYN, NY)', 'CONTENT TYPE: PERSONAL PROFILE']"
784,Republican lawmakers are putting limits on progressive prosecutors.,2023-04-07T10:26:05+0000,article,NYTNow,Briefing,briefing,"['INTERNAL-STORYLINE-NO', 'LAW AND LEGISLATION', 'ELECTIONS', 'UNITED STATES POLITICS AND GOVERNMENT', 'STATE LEGISLATURES']"
785,A former model has filed a suit against Fabrizio Lombardo and Disney.,2023-04-07T10:42:48+0000,article,Styles,Style,News,"['SUITS AND LITIGATION (CIVIL)', 'SEX CRIMES', 'MODELS (PROFESSIONAL)', 'SEXUAL HARASSMENT', 'MIRAMAX FILMS', 'MODEL ALLIANCE, THE', 'WALT DISNEY COMPANY', 'WEINSTEIN CO', 'LOMBARDO, FABRIZIO', 'WEINSTEIN, HARVEY', 'YOUR-FEED-FASHION', 'ZIFF, SARA']"
786,"The strong-willed singer, returning in “Tosca,” was long one of the Metropolitan Opera’s star sopranos. But in the past decade, her appearances have been rare.",2023-04-07T11:00:08+0000,article,Culture,Arts,News,"['GHEORGHIU, ANGELA', 'OPERA', 'METROPOLITAN OPERA', 'TOSCA (OPERA)', 'CONTENT TYPE: PERSONAL PROFILE']"
787,"Rare cross-border fire between Israel and militias in Lebanon ebbed on Friday, lowering fears of a wider escalation. But violence flared again in Israel and the Israeli-occupied West Bank, where two attacks killed three civilians.",2023-04-07T11:21:53+0000,article,Foreign,World,News,"['ISRAEL', 'LEBANON', 'WEST BANK', 'GAZA STRIP', 'PALESTINIANS', 'DEFENSE AND MILITARY FORCES', 'WAR AND ARMED CONFLICTS', 'TEMPLE MOUNT (JERUSALEM)', 'AL AQSA MOSQUE (JERUSALEM)', 'JEWS AND JUDAISM', 'MUSLIMS AND ISLAM', 'HAMAS', 'HEZBOLLAH', 'PALESTINIAN ISLAMIC JIHAD', 'NETANYAHU, BENJAMIN', 'JERUSALEM (ISRAEL)']"
788,"The pilot made an emergency landing after feeling a Cape Cobra slither under his shirt while flying across South Africa. “I had a moment of stunned silence,” he said.",2023-04-07T11:54:31+0000,article,Express,World,News,"['SNAKES', 'PILOTS', 'AIRLINES AND AIRPLANES', 'SOUTH AFRICA']"
789,"The work of Florence B. Price is having a renaissance, and new, foundational details about her life and racial identity are still being discovered.",2023-04-07T12:00:06+0000,article,Arts&Leisure,Arts,News,"['PRICE, FLORENCE (1887-1953)', 'FANTASIE NEGRE: THE PIANO MUSIC OF FLORENCE PRICE (ALBUM)', 'CLASSICAL MUSIC', 'MUSIC', 'CONTENT TYPE: PERSONAL PROFILE', 'BLACK PEOPLE', 'BLACKS', 'DISCRIMINATION']"
790,"The authorities are determining who will take custody of Maria, 13, whose single father has been sentenced for “discrediting” the Russian Army.",2023-04-07T12:26:02+0000,article,Foreign,World,News,"['RUSSIAN INVASION OF UKRAINE (2022)', 'INTERNATIONAL CRIMINAL COURT', 'LVOVA-BELOVA, MARIA', 'RUSSIA', 'MINSK (BELARUS)']"
791,The Biden administration proposed a rule change that would allow schools to block some transgender athletes from competing on sports teams that match their gender identities.,2023-04-07T12:52:20+0000,article,Sports,Sports,News,"['EDUCATION DEPARTMENT (US)', 'TITLE IX (GENDER DISCRIMINATION LEGISLATION)', 'TRANSGENDER', 'ATHLETICS AND SPORTS', 'NATIONAL COLLEGIATE ATHLETIC ASSN', 'TESTOSTERONE', 'DISCRIMINATION', 'EDUCATION (K-12)', 'UNITED STATES POLITICS AND GOVERNMENT', 'COLLEGES AND UNIVERSITIES', 'COLLEGE ATHLETICS', 'WOMEN AND GIRLS', ""WOMEN'S RIGHTS""]"
