,abstract,pub_date,document_type,news_desk,section_name,type_of_material,keywords
10,"Quotation of the Day for Friday, September 1, 2023.",2023-09-01T04:00:13+0000,article,Summary,Corrections,Quote,[]
11,"Olivia Castor and Austin McNair met at Harvard through Ms. Castor’s roommate, who had a knack for matchmaking.",2023-09-01T04:00:15+0000,article,Styles,Style,News,"['DATING AND RELATIONSHIPS', 'WEDDINGS AND ENGAGEMENTS', 'DORMITORIES', 'COLLEGES AND UNIVERSITIES']"
12,The deaths of dozens of people in a fire in South Africa.,2023-09-01T04:00:17+0000,article,NYTNow,Briefing,briefing,[]
13,"Vipin Chamakkala and Amanda Robson, who both work in venture capital, met two years ago while working temporarily in New York.",2023-09-01T04:00:17+0000,article,Styles,Style,News,['WEDDINGS AND ENGAGEMENTS']
14,"Dr. Stephen Meeneghan, a naturopathic doctor, was hesitant when he received a message on a dating app from Ryan Cassata, a transgender advocate and musician. Yet they clicked right away.",2023-09-01T04:00:18+0000,article,Styles,Style,News,['WEDDINGS AND ENGAGEMENTS']
15,"Jennifer Lee and Dr. Sachin Jain bonded over commonalities in their upbringings. They also discovered, after separate car accidents, that they could count on each other.",2023-09-01T04:00:18+0000,article,Styles,Style,News,['WEDDINGS AND ENGAGEMENTS']
16,"After it fired a worker for theft and its director stepped down, the museum faces renewed calls to give back contested objects and an uphill battle to raise funds for refurbishment.",2023-09-01T04:01:12+0000,article,Culture,Arts,News,"['MUSEUMS', 'ROBBERIES AND THEFTS', 'ARTS AND ANTIQUITIES LOOTING', 'PHILANTHROPY', 'BRITISH MUSEUM', 'FISCHER, HARTWIG', 'LONDON (ENGLAND)']"
17,"As Waltz’s Berlin troupe commemorates its anniversary, its founder looks back on the lessons of those years, and forward to what comes next.",2023-09-01T04:01:18+0000,article,Culture,Arts,News,"['DANCING', 'CONTENT TYPE: PERSONAL PROFILE', 'WALTZ, SASHA', 'SASHA WALTZ & GUESTS (DANCE CO)', 'STAATSBALLETT BERLIN', 'SCHAUBUHNE AM LEHNINER PLATZ', 'SOPHIENSAELE (BERLIN, GERMANY, THEATER)', 'BERLIN (GERMANY)', 'GERMANY']"
18,"Events at the tournament highlight Pride, H.B.C.U.s and equal pay for women in sports.",2023-09-01T04:06:04+0000,article,Metro,New York,briefing,"['NEW YORK CITY', 'INTERNAL-STORYLINE-NO', 'TENNIS', 'HISTORICALLY BLACK COLLEGES AND UNIVERSITIES', 'WOMEN AND GIRLS', 'UNITED STATES OPEN (TENNIS)', ""WOMEN'S RIGHTS"", 'ASHE, ARTHUR, STADIUM', 'BILLIE JEAN KING NATIONAL TENNIS CENTER', 'KING, BILLIE JEAN', 'OBAMA, MICHELLE', 'FLUSHING (QUEENS, NY)']"
19,"For the United States, the expansion of BRICS is a challenge but also an opportunity.",2023-09-01T05:00:11+0000,article,OpEd,Opinion,Op-Ed,"['BRICS GROUP', 'UNITED STATES', 'INTERNATIONAL RELATIONS', 'UNITED STATES INTERNATIONAL RELATIONS', 'CHINA', 'SOUTH AFRICA', 'EGYPT', 'ETHIOPIA', 'INDIA', 'UNITED ARAB EMIRATES', 'IRAN', 'SAUDI ARABIA']"
20,Such visits could help convey Beijing’s interest in stabilizing ties with Washington. But China has been noncommittal.,2023-09-01T05:22:30+0000,article,Foreign,World,News,"['CHINA', 'UNITED STATES INTERNATIONAL RELATIONS', 'ASIA-PACIFIC ECONOMIC COOPERATION', 'COMMERCE DEPARTMENT', 'BIDEN, JOSEPH R JR', 'XI JINPING']"
21,This word has appeared in 323 articles on NYTimes.com in the past year. Can you use it in a sentence?,2023-09-01T06:00:02+0000,article,Learning,The Learning Network,News,[]
22,Feeling stuck on today’s puzzle? We can help.,2023-09-01T07:00:08+0000,article,Games,Crosswords & Games,News,['SPELLING BEE (GAME)']
23,"As it prepares to host a global climate summit, officials discussed ways to counter criticism of the Gulf state’s human rights policies.",2023-09-01T07:00:09+0000,article,Climate,Climate,News,"['GLOBAL WARMING', 'GREENHOUSE GAS EMISSIONS', 'HUMAN RIGHTS AND HUMAN RIGHTS VIOLATIONS', 'UNITED NATIONS FRAMEWORK CONVENTION ON CLIMATE CHANGE', 'DEMONSTRATIONS, PROTESTS AND RIOTS', 'OIL (PETROLEUM) AND GASOLINE', 'FREEDOM OF SPEECH AND EXPRESSION', 'PUBLIC RELATIONS AND PUBLICITY', 'UNITED NATIONS', 'AL JABER, SULTAN (1973- )', 'ABU DHABI (UNITED ARAB EMIRATES)', 'UNITED ARAB EMIRATES']"
24,"Before Billie Jean King beat Bobby Riggs in the “Battle of the Sexes,” Phyllis Graber wanted to play tennis on a boys’ team. The rules said she couldn’t.",2023-09-01T07:00:10+0000,article,Metropolitan,New York,News,"['GRABER, PHYLLIS', 'CONTENT TYPE: PERSONAL PROFILE', 'WOMEN AND GIRLS', 'DISCRIMINATION', ""WOMEN'S RIGHTS"", 'INTERSCHOLASTIC ATHLETICS', 'TENNIS', 'BARBIE (DOLL)', 'UNITED STATES OPEN (TENNIS)', 'BOARD OF EDUCATION (NYC)', 'NEW YORK CITY', 'KING, BILLIE JEAN']"
25,Our columnist reviews the day’s puzzle. Warning: Contains spoilers!,2023-09-01T07:00:17+0000,article,Games,Crosswords & Games,News,"['CROSSWORD PUZZLES', 'WORDLE (PUZZLE)']"
26,"The Weather Data team introduced a project that will track storms like Hurricane Idalia, which hit Florida this week.",2023-09-01T07:00:18+0000,article,Summary,Times Insider,News,"['HURRICANE IDALIA (2023)', 'WEATHER', 'HURRICANES AND TROPICAL STORMS', 'MAPS', 'NEW YORK TIMES']"
27,"How can something so beautiful to watch, a stroke so etched into tennis history, be so exploitable — and why have a dwindling handful of players remained loyal to it?",2023-09-01T07:00:24+0000,article,Sports,Sports,News,"['TENNIS', 'UNITED STATES OPEN (TENNIS)', 'WAWRINKA, STANISLAS', 'TSITSIPAS, STEFANOS', 'SAMPRAS, PETE', 'NAVRATILOVA, MARTINA', 'MUSETTI, LORENZO (2002- )', 'FEDERER, ROGER', 'EUBANKS, CHRISTOPHER (1996- )', 'DJOKOVIC, NOVAK']"
28,"When Rishi Sunak replaced Liz Truss as British prime minister last fall, White House officials said they didn’t worry about his support for Ukraine because he left in place the respected soldier-turned-defense secretary Ben Wallace, who had orchestrated Britain’s unstinting military support of the Ukrainians.",2023-09-01T07:25:21+0000,article,Foreign,World,News,[]
29,"The textbooks, which cover Russian history from 1945 to present, also reimagine the brutality of Joseph Stalin’s policies.",2023-09-01T07:52:03+0000,article,Foreign,World,News,"['RUSSIAN INVASION OF UKRAINE (2022)', 'TEXTBOOKS', 'RUSSIA']"
30,"Australia’s consumer commission said in legal proceedings that Qantas, the country’s national carrier, had sold tickets for routes it never intended to fly.",2023-09-01T08:50:40+0000,article,Business,World,News,"['AUSTRALIA', 'QANTAS AIRWAYS', 'AIRLINES AND AIRPLANES', 'CONSUMER PROTECTION', 'CUSTOMER RELATIONS', 'SUITS AND LITIGATION (CIVIL)', 'FINES (PENALTIES)', 'REGULATION AND DEREGULATION OF INDUSTRY']"
31,"The actor narrates Ann Patchett’s sentimental new novel, “Tom Lake,” about a Midwestern family.",2023-09-01T09:00:22+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'PATCHETT, ANN', 'STREEP, MERYL', 'TOM LAKE: A NOVEL (BOOK)']"
32,The unsung godmother of so-called “sad girl” music — and one of pop’s most wrenching chroniclers of feminized pain — has long been misunderstood.,2023-09-01T09:00:23+0000,article,Culture,Arts,News,"['WYNETTE, TAMMY', 'CONTENT TYPE: PERSONAL PROFILE', 'COUNTRY MUSIC', 'STAND BY YOUR MAN (SONG)', 'WOMEN AND GIRLS', ""WOMEN'S RIGHTS"", 'JONES, GEORGE (1931-2013)', 'GEORGE & TAMMY (TV PROGRAM)', 'INTERNAL-SUB-ONLY', 'INTERNAL-GREAT-READ', 'AUDIO-NEUTRAL-INFORMATIVE']"
33,"Many plastics that carry the “chasing arrows” symbol, like soda cups and yogurt tubs, are rarely recycled. A new California law is raising the bar.",2023-09-01T09:00:24+0000,article,Headway,Headway,News,"['PLASTICS', 'RECYCLING OF WASTE MATERIALS', 'LABELING AND LABELS (PRODUCT)', 'SUSTAINABLE LIVING', 'CONTAINERS AND PACKAGING', 'LAW AND LEGISLATION', 'PLASTICS INDUSTRY ASSN', 'CALIFORNIA', 'INTERNAL-OPEN-ACCESS', 'AUDIO-NEUTRAL-INFORMATIVE']"
34,What happens if the nearly 100 million square feet of workplace real estate stays empty?,2023-09-01T09:00:35+0000,article,SundayBusiness,Business Day,News,"['MANHATTAN (NYC)', 'REAL ESTATE (COMMERCIAL)', 'LANDLORDS', 'TELECOMMUTING', 'QUARANTINE (LIFE AND CULTURE)', 'CORONAVIRUS (2019-NCOV)', 'GFP REAL ESTATE LLC', 'GURAL, ERIC MICHAEL', 'FLATIRON BUILDING (MANHATTAN, NY)', 'VIS-PHOTO']"
35,"Employers added 187,000 jobs in August and unemployment rose to 3.8 percent as the economy continued to lose momentum built up after pandemic lockdowns.",2023-09-01T09:00:35+0000,article,Business,Business Day,News,"['LABOR AND JOBS', 'HIRING AND PROMOTION', 'WAGES AND SALARIES', 'UNITED STATES ECONOMY', 'INFLATION (ECONOMICS)', 'INTEREST RATES', 'FEDERAL RESERVE SYSTEM']"
36,"His new novel, “Holly,” charges into thorny contemporary debates with a pair of unassuming fiends.",2023-09-01T09:00:36+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'KING, STEPHEN', 'HOLLY (2023) (BOOK)']"
37,The employment report could be an important factor as central bankers contemplate the future of interest rate policy.,2023-09-01T09:00:37+0000,article,Business,Business Day,News,"['LABOR AND JOBS', 'WAGES AND SALARIES', 'INTEREST RATES', 'FEDERAL RESERVE SYSTEM', 'POWELL, JEROME H', 'UNITED STATES ECONOMY']"
38,"In four new picture books, lions, tigers and house cats stand in for young children as they rein in wild emotions or finally let out a roar.",2023-09-01T09:00:49+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'CHILDREN AND CHILDHOOD', 'GENRE-BOOKS-CHILDRENS', 'AS BRAVE AS A LION (BOOK)', 'MEZA, ERIKA', 'DEAR STRAY (BOOK)', 'HUBBARD, KIRSTEN (AUTHOR)', 'GAL, SUSAN', 'HEDGE LION (BOOK)', 'WILSON-OWEN, ROBYN', 'TIGER & CAT (BOOK)', 'TEE, ALLIRA']"
39,"“I was a little bit tired of making conventional pictures”: The artist on recreating his bittersweet installation, first seen in 1970, for the Museum of Modern Art.",2023-09-01T09:00:49+0000,article,Arts&Leisure,Arts,News,"['MUSEUMS', 'ART', 'CHOCOLATE', 'MUSEUM OF MODERN ART', 'RUSCHA, EDWARD']"
40,"Immigrant street vendors have been setting up shop on Fifth Avenue in Sunset Park for decades. A pecking order loosely allocates the spaces, but the setup is not worry free.",2023-09-01T09:01:09+0000,article,RealEstate,Real Estate,News,"['STREET VENDORS (NON-FOOD)', 'HISPANIC-AMERICANS', 'IMMIGRATION AND EMIGRATION', 'SUNSET PARK (BROOKLYN, NY)']"
41,"Walk-off wins used to be celebrated at home plate with the player who scored. At some point, without explanation, the emphasis flipped to the batter.",2023-09-01T09:01:13+0000,article,Sports,Sports,News,"['BASEBALL', 'NEW YORK METS', 'TAMPA BAY RAYS', 'AROZARENA, RANDY', 'WILSON, MOOKIE', 'GRIFFEY, KEN JR', 'PHILLIPS, BRETT (1994- )']"
42,"Clément Beaune, who had a double coming out as a gay man with Jewish roots, wants to be mayor of Paris, revive the center-left and build the united Europe he cherishes.",2023-09-01T09:01:15+0000,article,Foreign,World,News,"['CONTENT TYPE: PERSONAL PROFILE', 'PARIS (FRANCE)', 'POLITICS AND GOVERNMENT', 'INTERNATIONAL RELATIONS', 'JEWS AND JUDAISM', 'HOMOSEXUALITY AND BISEXUALITY', 'DISCRIMINATION', 'MACRON, EMMANUEL (1977- )', 'FRANCE', 'EUROPE']"
43,"So far, 24 states have eliminated sales taxes on period products that have been criticized as discriminatory.",2023-09-01T09:01:38+0000,article,Well,Well,News,"['LAW AND LEGISLATION', 'SALES AND EXCISE TAXES', 'MENSTRUATION', 'TAXATION', 'DISCRIMINATION', 'HEALTH INSURANCE AND MANAGED CARE', 'TAX CREDITS, DEDUCTIONS AND EXEMPTIONS', 'STATE LEGISLATURES', 'POLITICS AND GOVERNMENT']"
44,"“I’m no longer a leader in the fight,” says Sergio Ramírez. “Now I’m just an author being punished for the words he writes.” His latest crime tale is out in English.",2023-09-01T09:01:41+0000,article,Books,Books,News,"['RAMIREZ, SERGIO (1942- )', 'BOOKS AND LITERATURE', 'WRITING AND WRITERS', 'CONTENT TYPE: PERSONAL PROFILE', 'ORTEGA, DANIEL', 'CENTRAL AMERICA', 'NICARAGUA', 'DEAD MEN CAST NO SHADOWS (BOOK)']"
45,"Understated and unarrogant, Ax can be taken for granted. But he has long been, and continues to be, one of the finest American pianists.",2023-09-01T09:01:45+0000,article,Arts&Leisure,Arts,News,"['CLASSICAL MUSIC', 'AX, EMANUEL', 'MA, YO-YO', 'CONTENT TYPE: PERSONAL PROFILE']"
46,"The caregiving journey always feels like a pilgrim’s path, lonely and strange.",2023-09-01T09:01:46+0000,article,OpEd,Opinion,Op-Ed,"['FEINSTEIN, DIANNE', 'ELDER CARE', 'REAGAN, RONALD WILSON', 'DEMENTIA', ""ALZHEIMER'S DISEASE"", 'ANXIETY AND STRESS', 'PRIVACY', 'UNITED STATES POLITICS AND GOVERNMENT']"
47,"From Michael Jordan to Russell Westbrook, Dennis Rodman to LeBron James, “Fly” traces the looks that have defined basketball style from the beginning.",2023-09-01T09:02:12+0000,article,BookReview,Books,Review,"['BASKETBALL', 'BOOKS AND LITERATURE', 'FASHION AND APPAREL', 'JACKSON, MITCHELL S', 'FLY: THE BIG BOOK OF BASKETBALL FASHION (BOOK)']"
48,"The apartment sold at 220 Central Park South, a.k.a. the city’s most expensive building. The Woolworth Building also sold a penthouse, for $30 million, well below the asking price.",2023-09-01T09:02:13+0000,article,RealEstate,Real Estate,News,"['REAL ESTATE AND HOUSING (RESIDENTIAL)', 'HIGH NET WORTH INDIVIDUALS', 'ANDERSON-LOPEZ, KRISTEN', 'BARON, FABIEN', 'GLASER, DANIEL S (1960- )', 'HUMM, DANIEL', 'LOPEZ, ROBERT (1975- )', 'MANHATTAN (NYC)', 'NEW YORK CITY', 'ALCHEMY PROPERTIES INC', 'WOOLWORTH BUILDING (MANHATTAN, NY)']"
49,"This season is the last before new-look leagues and an expanded playoff will make the sport feel much different. More change came Friday with California, Stanford and Southern Methodist joining the Atlantic Coast Conference.",2023-09-01T09:02:27+0000,article,Sports,Sports,News,"['FOOTBALL (COLLEGE)', 'ATLANTIC COAST CONFERENCE', 'UNIVERSITY OF CALIFORNIA', 'STANFORD UNIVERSITY', 'SOUTHERN METHODIST UNIVERSITY', 'BIG TEN CONFERENCE', 'PACIFIC-12 CONFERENCE', 'BIG 12 CONFERENCE', 'OREGON STATE UNIVERSITY', 'NATIONAL COLLEGIATE ATHLETIC ASSN']"
50,"There the focus is on Donald Trump, and the elected leaders owe a lot of their political strength to a segment of voters signaling a desire to enter a post-Trump era.",2023-09-01T09:02:27+0000,article,OpEd,Opinion,Op-Ed,"['GEORGIA CRIMINAL CASE AGAINST TRUMP (2020 ELECTION)', 'TRUMP, DONALD J', 'VOTER FRAUD (ELECTION FRAUD)', 'PRESIDENTIAL ELECTION OF 2020', 'PRESIDENTIAL ELECTION OF 2024', 'GEORGIA', 'KEMP, BRIAN P', 'RAFFENSPERGER, BRAD', 'WARNOCK, RAPHAEL G', 'REPUBLICAN PARTY', 'UNITED STATES POLITICS AND GOVERNMENT']"
51,"We tagged along to see how Brigette Romanek, a celebrity designer in Los Angeles, chose a new color for her bedroom.",2023-09-01T09:02:39+0000,article,RealEstate,Real Estate,News,"['CONTENT TYPE: SERVICE', 'INTERIOR DESIGN AND FURNISHINGS', 'HOME REPAIRS AND IMPROVEMENTS', 'PAINT', 'COLOR']"
52,"In opening a brick and mortar store, Elorea broadens the offerings of the perfumery.",2023-09-01T09:02:43+0000,article,Styles,Style,News,"['PERFUMES AND FRAGRANCES', 'KOREAN-AMERICANS', 'SHOPPING AND RETAIL', 'CONTENT TYPE: PERSONAL PROFILE', 'ELOREA INC', 'NOLITA (MANHATTAN, NY)', 'LEE, WONNY (1986- )', 'PARK, SU MIN (1988- )']"
53,"A hybrid of talk show and dinner party, “The Conversations Project” pairs gourmet meals with provocative questions about being Black in America.",2023-09-01T09:02:43+0000,article,Culture,Arts,News,"['TELEVISION', 'BLACK PEOPLE', 'BLACKS', 'UNITED STATES', 'THE CONVERSATIONS PROJECT (TV PROGRAM)', 'HULU.COM', 'ANDSCAPE', 'SPEARS, MARC J', 'LAWRENCE, DAVID (CHEF)', 'WELTEROTH, ELAINE']"
54,The state’s highest court declined to stop a new law banning transition care for transgender minors from taking effect as legal challenges proceed.,2023-09-01T09:02:43+0000,article,National,U.S.,News,"['TEXAS', 'TRANSGENDER', 'DISCRIMINATION', 'TEENAGERS AND ADOLESCENCE', 'LAW AND LEGISLATION', 'SUPREME COURTS (STATE)', 'STATE LEGISLATURES', 'REPUBLICAN PARTY', 'POLITICS AND GOVERNMENT']"
55,"Some couples are continuing to plan nuptials on the island recently devastated by wildfires. “Moving forward and capturing positive emotions is to be of service,” one local photographer said.",2023-09-01T09:02:44+0000,article,Styles,Style,News,"['WEDDINGS AND ENGAGEMENTS', 'WILDFIRES', 'HAWAII']"
56,"From building productivity apps to building new cities — tech tries to reinvent the world, again.",2023-09-01T09:02:50+0000,article,Podcasts,Podcasts,News,"['SCIENCE AND TECHNOLOGY', 'PRODUCTIVITY', 'CALIFORNIA', 'SILICON VALLEY (CALIF)']"
57,"As kids head back to school, Nicholas Kristof wants America to learn from the Magnolia State.",2023-09-01T09:02:51+0000,article,OpEd,Opinion,Op-Ed,"['MISSISSIPPI', 'READING AND WRITING SKILLS (EDUCATION)', 'ILLITERACY', 'EDUCATION (K-12)', 'TEACHERS AND SCHOOL EMPLOYEES', 'POVERTY', 'UNITED STATES', 'AUDIO-NEUTRAL-INFORMATIVE']"
58,There are no winners in the game of censorship.,2023-09-01T09:02:59+0000,article,OpEd,Opinion,Op-Ed,"['EDUCATION (K-12)', 'LIBRARIES AND LIBRARIANS', 'TEACHERS AND SCHOOL EMPLOYEES', 'BOOK BANS', 'CENSORSHIP', 'LAW AND LEGISLATION', 'ARTIFICIAL INTELLIGENCE', 'IOWA', 'POLITICS AND GOVERNMENT']"
59,"New York racing officials, addressing a deepening concern for the industry, say they will use diagnostic technology and synthetic tracks to keep horses safe.",2023-09-01T09:03:01+0000,article,Sports,Sports,News,"['SARATOGA RACE COURSE', 'HORSES', 'HORSE RACING', 'SPORTS INJURIES', 'ANIMAL ABUSE, RIGHTS AND WELFARE', 'DOPING (SPORTS)', 'STEROIDS', 'VETERINARY MEDICINE', 'HORSERACING INTEGRITY AND SAFETY AUTHORITY', 'SARATOGA (NY)', 'REGULATION AND DEREGULATION OF INDUSTRY']"
60,"Discussion of a Plan B, should Ukraine fail to win a total victory, has become more fraught than ever, say those who have tried.",2023-09-01T09:03:01+0000,article,Foreign,World,News,"['RUSSIAN INVASION OF UKRAINE (2022)', 'DEFENSE AND MILITARY FORCES', 'UKRAINE', 'RUSSIA']"
61,"How Brigette Romanek, a celebrity designer in Los Angeles, chose a new wall color for her bedroom.",2023-09-01T09:03:30+0000,multimedia,Real Estate,Real Estate,Interactive Feature,"['INTERIOR DESIGN AND FURNISHINGS', 'HOME REPAIRS AND IMPROVEMENTS', 'PAINT', 'CONTENT TYPE: SERVICE', 'COLOR']"
62,"There are healthy ways to have uncomfortable conversations, experts say.",2023-09-01T09:03:35+0000,article,Well,Well,News,"['CONTENT TYPE: SERVICE', 'ANXIETY AND STRESS', 'EMOTIONS', 'INTERNAL-SUB-ONLY-NL']"
63,"When you discover a co-worker is fabricating her own performance numbers, think carefully before confronting her.",2023-09-01T09:03:36+0000,article,SundayBusiness,Business Day,News,"['WORK-LIFE BALANCE', 'CAREERS AND PROFESSIONS', 'YOUR-FEED-SELFCARE', 'WORKPLACE ENVIRONMENT', 'FALSIFICATION OF DATA', 'PROTECTIVE CLOTHING AND GEAR', 'CONTENT TYPE: SERVICE']"
64,"A selection of entertainment highlights this weekend, including the video game Starfield, which is offering early access to those who buy the premium edition.",2023-09-01T09:03:37+0000,multimedia,Arts,Arts,Interactive Feature,"['ART', 'MUSEUMS', 'MOVIES', 'COMPUTER AND VIDEO GAMES', 'SCULPTURE', 'BETHESDA GAME STUDIOS', 'DELACORTE THEATER', 'NEW YORK BOTANICAL GARDEN', 'PATTERSON, EBONY G (1981- )', 'WASHINGTON, DENZEL', 'NEW YORK CITY', 'ONLY THE YOUNG: EXPERIMENTAL ART IN KOREA, 1960S-1970S (EXHIBIT)']"
65,This month’s losses for U.S. subscribers include some of the most beloved titles and characters ever to grace a screen.,2023-09-01T09:03:38+0000,article,Culture,Movies,News,"['MOVIES', 'TELEVISION', 'NETFLIX INC']"
66,The carmakers are being sued for failing to install a basic anti-theft device in millions of cars.,2023-09-01T09:03:38+0000,article,OpEd,Opinion,Op-Ed,"['KIA MOTORS CORP', 'HYUNDAI MOTOR CO', 'AUTOMOBILES', 'ROBBERIES AND THEFTS', 'TIKTOK (BYTEDANCE)', 'CRIME AND CRIMINALS', 'AUTOMOBILE SAFETY FEATURES AND DEFECTS', 'UNITED STATES', 'SUITS AND LITIGATION (CIVIL)', 'COMPENSATION FOR DAMAGES (LAW)']"
67,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,2023-09-01T09:03:39+0000,multimedia,Briefing,Briefing,Interactive Feature,['CONTENT TYPE: QUIZ']
68,"Families on Friday were trying to identify relatives caught in one of the deadliest residential fires in South African history, which health officials said would require DNA testing.",2023-09-01T09:44:16+0000,article,Foreign,World,News,"['FIRES AND FIREFIGHTERS', 'DEATHS (FATALITIES)', 'ACCIDENTS AND SAFETY', 'RAMAPHOSA, CYRIL', 'JOHANNESBURG (SOUTH AFRICA)', 'SOUTH AFRICA']"
69,"Exclusively from New York Times Audio, our new app.",2023-09-01T09:45:02+0000,article,Podcasts,Podcasts,News,"['FIRES AND FIREFIGHTERS', 'ACCIDENTS AND SAFETY', 'TALIBAN', 'JOHANNESBURG (SOUTH AFRICA)', 'AFGHANISTAN', 'THOMAS, CLARENCE']"
70,Walkouts by screenwriters and actors have meant less work in fields that cater to the TV and film industry.,2023-09-01T10:00:02+0000,article,Business,Business Day,News,"['MOVIES', 'TELEVISION', 'STRIKES', 'SAG-AFTRA', 'WRITERS GUILD OF AMERICA', 'WRITING AND WRITERS', 'ACTORS AND ACTRESSES', 'ORGANIZED LABOR', 'LABOR AND JOBS', 'UNITED STATES ECONOMY', 'LOS ANGELES (CALIF)']"
71,Water levels in aquifers are falling nationwide. Could taking salt out of ocean water be the answer?,2023-09-01T10:00:03+0000,article,Podcasts,Podcasts,News,"['AUDIO-NEUTRAL-INFORMATIVE', 'AQUIFERS', 'ARIZONA', 'UNITED STATES', 'ENVIRONMENT', 'WATER']"
72,"The blaze, one of the worst residential ones in South Africa’s history, occurred in a building that officials and locals say had become an overcrowded death trap for the hundreds who lived there.",2023-09-01T10:40:03+0000,article,Foreign,World,News,"['FIRES AND FIREFIGHTERS', 'DEATHS (FATALITIES)', 'REAL ESTATE AND HOUSING (RESIDENTIAL)', 'DISASTERS AND EMERGENCIES', 'RAMAPHOSA, CYRIL', 'JOHANNESBURG (SOUTH AFRICA)', 'SOUTH AFRICA', 'AFRICA']"
73,We offer a guide to fall vaccine shots.,2023-09-01T10:55:59+0000,article,NYTNow,Briefing,briefing,"['INTERNAL-STORYLINE-NO', 'CORONAVIRUS (2019-NCOV)', 'INFLUENZA']"
